# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_1124	Zcchc24 (+29947), Ppif (+44922)
peak_1125	Slmap (-31231), Dennd6a (-13452)
peak_1126	Arhgef3 (-36869), Il17rd (+162229)
peak_1127	Lrtm1 (-397250), Wnt5a (+116208)
peak_1128	Arhgap22 (-11105), Lrrc18 (+214336)
peak_1129	Arhgap22 (+111554), Mapk8 (+118768)
peak_1130	Grid1 (+387226), 4930596D02Rik (+604927)
peak_1131	4930596D02Rik (+408023), Grid1 (+584130)
peak_1132	4930596D02Rik (+379657), Grid1 (+612496)
peak_1133	4930596D02Rik (-206478), 4930474N05Rik (-76461)
peak_1134	Ccser2 (+423253), 4930474N05Rik (+450517)
peak_1135	Ccser2 (+372246), 4930474N05Rik (+501524)
peak_1136	Ghitm (-62713)
peak_1137	Ghitm (-258661)
peak_1138	Nrg3 (+930135)
peak_1139	Nrg3 (-624089), Sh2d4b (+796089)
peak_1140	Nrg3 (-710676), Sh2d4b (+709502)
peak_1141	Sh2d4b (+229360)
peak_1142	Gm10375 (-61260), Gm8165 (+7926)
peak_1143	Ang6 (-61192), Ear2 (-35044)
peak_1144	Gm8247 (+19646), Gm8257 (+54558)
peak_1145	Gpr137c (-199134), Ptger2 (+32664)
peak_1146	Fermt2 (-28009), Ddhd1 (+99971)
peak_1147	Gm15217 (-483687), Ddhd1 (-237682)
peak_1148	Ddhd1 (-451208), Gm15217 (-270161)
peak_1149	Ddhd1 (-553685), Gm15217 (-167684)
peak_1150	Bmp4 (-354843), Cdkn3 (-15029)
peak_1151	Peli2 (-300060), Ktn1 (+172361)
peak_1152	Otx2 (+76816), Tmem260 (+144315)
peak_1153	3632451O06Rik (-101575), Olfr722 (+16983)
peak_1154	Olfr724 (-45553), Olfr725 (+31548)
peak_1155	Olfr731 (-7574), Olfr732 (+34766)
peak_1156	Vmn2r88 (-28062), Gm7247 (+21183)
peak_1157	Vmn2r89 (-16734), Vmn2r88 (+24227)
peak_1158	Gm5622 (-36510), Vmn2r89 (+64318)
peak_1159	Olfr1507 (-61003)
peak_1160	Dad1 (+117198)
peak_1161	Oxa1l (-63855), Olfr49 (-12047)
peak_1162	Rem2 (+16700), Prmt5 (+24725)
peak_1163	B020004C17Rik (-16269), Zmym2 (+111046)
peak_1164	Atp8a2 (-68886), Nupl1 (+95787)
peak_1165	Amer2 (-50579), Mtmr6 (+61885)
peak_1166	C1qtnf9 (-76176), Spata13 (+57229)
peak_1167	Mipep (+90723), Tnfrsf19 (+171173)
peak_1168	Gucy1b2 (-8875), Gm4131 (+15991)
peak_1169	Defb30 (+12397), Defb43 (+13665)
peak_1170	Prss55 (+38704), Rp1l1 (+54198)
peak_1171	Gulo (-35635), Adam2 (+32891)
peak_1172	Nkx2-6 (-62022), Stc1 (+80542)
peak_1173	Entpd4 (+54176), Gm16867 (+112012)
peak_1174	Tnfrsf10b (-18049), Chmp7 (-16889)
peak_1175	Npm2 (-74880), Xpo7 (+38664)
peak_1176	Gfra2 (+514638)
peak_1177	Gm9195 (+434658)
peak_1178	Gm9195 (-34772), Fndc3a (+183393)
peak_1179	Fndc3a (-82997), Cysltr2 (+256114)
peak_1180	Fndc3a (-238194), Cysltr2 (+100917)
peak_1181	Fndc3a (-269328), Cysltr2 (+69783)
peak_1182	Esd (+51037), Lrch1 (+164456)
peak_1183	Spert (+67178), Siah3 (+69956)
peak_1184	Kctd4 (-99814), Tpt1 (+10096)
peak_1185	Enox1 (-34494), Ccdc122 (+85497)
peak_1186	Enox1 (+142886), Gm1587 (+499215)
peak_1187	Gm1587 (+291898), Enox1 (+350203)
peak_1188	Fam216b (-119566), Tnfsf11 (+99470)
peak_1189	Akap11 (-67518), Dgkh (+120763)
peak_1190	Vwa8 (+147987), Zfp957 (+250131)
peak_1191	Olfm4 (+184901)
peak_1192	Olfm4 (+355388)
peak_1193	NONE
peak_1194	NONE
peak_1195	NONE
peak_1196	NONE
peak_1197	NONE
peak_1198	NONE
peak_1199	NONE
peak_1200	NONE
peak_1201	NONE
peak_1202	Diaph3 (+200563)
peak_1203	Pcdh20 (-142139)
peak_1204	Gm10110 (-447324)
peak_1205	NONE
peak_1206	NONE
peak_1207	NONE
peak_1208	NONE
peak_1209	Pcdh9 (-951743)
peak_1210	4921530L21Rik (+313848), Klhl1 (+323988)
peak_1211	Klhl1 (-331348)
peak_1212	Dach1 (-68666), Mzt1 (+807927)
peak_1213	Dach1 (-869520), Mzt1 (+7073)
peak_1214	Klf12 (+94674), Klf5 (+756399)
peak_1215	Klf12 (-235586), Prr30 (+814980)
peak_1216	Klf12 (-239934), Prr30 (+810632)
peak_1217	Klf12 (-506133), Prr30 (+544433)
peak_1218	Acod1 (-51279), Kctd12 (-13061)
peak_1219	Kctd12 (-50883), Acod1 (-13457)
peak_1220	Scel (-99302), Mycbp2 (-67239)
peak_1221	Slain1 (+52109), Ednrb (+141359)
peak_1222	Spry2 (+21281), Gm10076 (+193710)
peak_1223	Trim52 (+11508)
peak_1224	NONE
peak_1225	Slitrk1 (-431628)
peak_1226	Tpm3-rs7 (-881601), Slitrk5 (+757892)
peak_1227	Tpm3-rs7 (+271435)
peak_1228	Tpm3-rs7 (+485023)
peak_1229	Gpc5 (-616072)
peak_1230	Gpc5 (-425288)
peak_1231	Gpc5 (-189092)
peak_1232	Gpc6 (-600067)
peak_1233	Gpc6 (-460050)
peak_1234	Gpc6 (-284050)
peak_1235	Gpc6 (-136897)
peak_1236	Gpc6 (-23472)
peak_1237	Gpc6 (+332751), Dct (+793964)
peak_1238	Mbnl2 (-213864), Oxgr1 (-19370)
peak_1239	Ipo5 (-261990), Rap2a (+170743)
peak_1240	Tmtc4 (-83794), Nalcn (+560067)
peak_1241	Itgbl1 (+63300), Fgf14 (+953856)
peak_1242	Itgbl1 (+151088), Fgf14 (+866068)
peak_1243	Ghr (-337256), Fbxo4 (+59087)
peak_1244	Plcxd3 (-88986), Oxct1 (+260135)
peak_1245	C6 (-54437), Plcxd3 (+297234)
peak_1246	Mroh2b (-122582), C6 (+48980)
peak_1247	Ptger4 (-22488)
peak_1248	Ptger4 (-812586), Dab2 (-329825)
peak_1249	Dab2 (-110861)
peak_1250	Rictor (-53802), Fyb (+74708)
peak_1251	Egflam (+118723), Lifr (+125275)
peak_1252	Egflam (+31573), Lifr (+212425)
peak_1253	2410089E03Rik (+101099), Nipbl (+174258)
peak_1254	Capsl (-79620), Ugt3a2 (+20858)
peak_1255	Il7r (-208263), Spef2 (+10729)
peak_1256	Spef2 (-243122), Prlr (-185665)
peak_1257	Ttc23l (-137073), Rai14 (+17799)
peak_1258	Adamts12 (+109778), Tars (+225090)
peak_1259	Adamts12 (+159254), Tars (+175614)
peak_1260	Golph3 (+63403), Pdzd2 (+207657)
peak_1261	Pdzd2 (-203735), 6030458C11Rik (+28366)
peak_1262	Cdh6 (-209510)
peak_1263	NONE
peak_1264	Cdh9 (-869410)
peak_1265	Cdh9 (-656260)
peak_1266	Cdh10 (-89079)
peak_1267	Cdh10 (+759965)
peak_1268	Cdh10 (+805855)
peak_1269	Acot10 (+773360)
peak_1270	Acot10 (+342665)
peak_1271	Acot10 (+129464)
peak_1272	Cdh12 (+150577)
peak_1273	Cdh12 (+231084)
peak_1274	Cdh18 (-548460)
peak_1275	Cdh18 (-224743)
peak_1276	9230109A22Rik (+544166)
peak_1277	9230109A22Rik (+479936)
peak_1278	9230109A22Rik (+32240)
peak_1279	9230109A22Rik (-51208), Basp1 (+213397)
peak_1280	March11 (-131194), Zfp622 (+193504)
peak_1281	March11 (-60445), Zfp622 (+264253)
peak_1282	March11 (-28698), Zfp622 (+296000)
peak_1283	Fbxl7 (+213135), March11 (+372850)
peak_1284	Dnah5 (+55831)
peak_1285	Ctnnd2 (-76633)
peak_1286	Dap (-23397)
peak_1287	Tas2r119 (-474235), Fam173b (+100936)
peak_1288	Tas2r119 (-230698), Fam173b (+344473)
peak_1289	Sdc2 (-524540), Sema5a (+151370)
peak_1290	Sdc2 (-289609), Sema5a (+386301)
peak_1291	Tspyl5 (+74937), Cpq (+529817)
peak_1292	Mtdh (-214850), Tspyl5 (-179986)
peak_1293	Tspyl5 (-198686), Mtdh (-196150)
peak_1294	Vps13b (+263711), Cox6c (+302388)
peak_1295	Cox6c (-53933), Rgs22 (+148822)
peak_1296	Rpl7a-ps3 (-72139), Ankrd46 (+115696)
peak_1297	Pabpc1 (-70798), Ywhaz (+114767)
peak_1298	Pabpc1 (-142318), Ywhaz (+43247)
peak_1299	Klf10 (-73556), Azin1 (+145003)
peak_1300	Atp6v1c1 (-75111), Azin1 (-67527)
peak_1301	Oxr1 (-568161), Zfpm2 (+224279)
peak_1302	Oxr1 (-203011), Zfpm2 (+589429)
peak_1303	Abra (-67111), Angpt1 (+740146)
peak_1304	Abra (-267195), Angpt1 (+540062)
peak_1305	Angpt1 (-464517), Rspo2 (+29324)
peak_1306	Emc2 (+115733), Tmem74 (+277067)
peak_1307	Trhr (-179143), Tmem74 (-146963)
peak_1308	Tmem74 (-217014), Trhr (-109092)
peak_1309	Sybu (-215346), Kcnv1 (+111525)
peak_1310	Kcnv1 (-586323)
peak_1311	NONE
peak_1312	NONE
peak_1313	NONE
peak_1314	NONE
peak_1315	Csmd3 (+394161)
peak_1316	Csmd3 (-302297)
peak_1317	Csmd3 (-323153)
peak_1318	Csmd3 (-457036)
peak_1319	NONE
peak_1320	Trps1 (+919543)
peak_1321	Trps1 (+444790)
peak_1322	Trps1 (+405789)
peak_1323	Trps1 (-148109), Eif3h (+828323)
peak_1324	Trps1 (-718319), Eif3h (+258113)
peak_1325	Rad21 (-36409), Aard (-11938)
peak_1326	Gm10020 (-188276), Med30 (-45941)
peak_1327	Med30 (+161717), Ext1 (+471997)
peak_1328	Gm7489 (-310754), Ext1 (-227993)
peak_1329	Mal2 (-120574), Colec10 (+40018)
peak_1330	Nov (-68242), Mal2 (+106094)
peak_1331	Sntb1 (-613886), Has2 (+173704)
peak_1332	Has2 (-191420), Slc22a22 (+591666)
peak_1333	Has2 (-213926), Slc22a22 (+569160)
peak_1334	Fer1l6 (+104034), Tmem65 (+209448)
peak_1335	4933412E24Rik (-48857), Fam84b (+759605)
peak_1336	4933412E24Rik (-337947), Fam84b (+470515)
peak_1337	4933412E24Rik (-381433), Fam84b (+427029)
peak_1338	4933412E24Rik (-399742), Fam84b (+408720)
peak_1339	Myc (-958666), A1bg (-105455)
peak_1340	Myc (+536694)
peak_1341	Myc (+785538)
peak_1342	Fam49b (-125493), Asap1 (+196978)
peak_1343	Asap1 (-146105), Adcy8 (+393272)
peak_1344	Efr3a (-514623), Adcy8 (-350121)
peak_1345	Adcy8 (-483724), Efr3a (-381020)
peak_1346	Ndrg1 (-37080), St3gal1 (+107272)
peak_1347	St3gal1 (-158642), Zfat (+986204)
peak_1348	St3gal1 (-721261), Zfat (+423585)
peak_1349	St3gal1 (-918473), Zfat (+226373)
peak_1350	Khdrbs3 (-560372), Zfat (-109210)
peak_1351	Zfat (-374719), Khdrbs3 (-294863)
peak_1352	Zfat (-626766), Khdrbs3 (-42816)
peak_1353	NONE
peak_1354	Fam135b (+870371)
peak_1355	Cyp11b2 (-6361), 2010109I03Rik (+19025)
peak_1356	Rbfox2 (-7340), Apol7a (+84717)
peak_1357	Apol7c (-15973), 1700025B11Rik (+12604)
peak_1358	Myh9 (-20869), Txn2 (+65924)
peak_1359	Cyth4 (+14006), Elfn2 (+107060)
peak_1360	Pick1 (-36778), Sox10 (-27905)
peak_1361	Csnk1e (-51794), Kcnj4 (+11448)
peak_1362	Cbx7 (-48728), Pdgfb (+33428)
peak_1363	Gm5218 (-55357), Ep300 (-30492)
peak_1364	Ccdc134 (-26506), Mei1 (+18952)
peak_1365	Shisa8 (+13371), Srebf2 (+52178)
peak_1366	Cyp2d9 (-34884), Cyp2d10 (-10299)
peak_1367	A4galt (-33156), Arfgap3 (+65360)
peak_1368	A4galt (-86271), Arfgap3 (+12245)
peak_1369	Pacsin2 (-57406), Ttll1 (+20637)
peak_1370	Efcab6 (+86504), Mpped1 (+194016)
peak_1371	Arhgap8 (+65744), Phf21b (+70253)
peak_1372	Smc1b (+46556), Fam118a (+48339)
peak_1373	Ttll8 (+39807), Pim3 (+52417)
peak_1374	Syt10 (-351055), Alg10b (-31396)
peak_1375	CN725425 (+85424), Slc2a13 (+288343)
peak_1376	Gxylt1 (+141427), Pdzrn4 (+736809)
peak_1377	Gxylt1 (+105373), Pdzrn4 (+772863)
peak_1378	Irak4 (+17812), Twf1 (+28424)
peak_1379	Tmem117 (+19815), Nell2 (+879706)
peak_1380	Scaf11 (-87644), Slc38a1 (+93475)
peak_1381	Gm8888 (-26282), Slc38a4 (+262533)
peak_1382	Slc48a1 (+18505), Hdac7 (+41442)
peak_1383	Hdac7 (-32364), Vdr (+31644)
peak_1384	Mcrs1 (-24764), Fam186b (+10455)
peak_1385	Scn8a (-69820), Slc4a8 (+39116)
peak_1386	Scn8a (-25174), Slc4a8 (+83762)
peak_1387	Fignl2 (+61848), Scn8a (+146036)
peak_1388	Glycam1 (-90465), Mucl2 (+243766)
peak_1389	Slx4 (-21074), Dnase1 (-14216)
peak_1390	Sec14l5 (+18584), Nagpa (+38319)
peak_1391	1810013L24Rik (+186126), Grin2a (+978697)
peak_1392	Litaf (-58648), Snn (-14529)
peak_1393	Ercc4 (-513244), Shisa9 (+611859)
peak_1394	Ercc4 (-178241), Shisa9 (+946862)
peak_1395	Ercc4 (-48305)
peak_1396	Mkl2 (-73982), Ercc4 (+72815)
peak_1397	Efcab1 (-91018), Snai2 (+109767)
peak_1398	Ube2v2 (+279283), Efcab1 (+408604)
peak_1399	Ube2v2 (+152341), Efcab1 (+535546)
peak_1400	Dnm1l (-40064), Fgd4 (+161125)
peak_1401	Klhl24 (-72513), Klhl6 (-42004)
peak_1402	Parl (-14518), Cyp2ab1 (+6160)
peak_1403	Cyp2ab1 (-67175), Abcc5 (+36154)
peak_1404	Thpo (-187403), Teddm3 (+232086)
peak_1405	2510009E07Rik (+97065), Vps8 (+174399)
peak_1406	Map3k13 (+16623), Tmem41a (+38960)
peak_1407	Tmem41a (+25601), Map3k13 (+29982)
peak_1408	St6gal1 (-59868), Adipoq (+18336)
peak_1409	St6gal1 (-45137), Adipoq (+33067)
peak_1410	Tprg (-95784), Lpp (+797683)
peak_1411	Trp63 (-118066), Tprg (+278882)
peak_1412	P3h2 (-22665), Cldn1 (+243392)
peak_1413	Gmnc (+123460), Il1rap (+284810)
peak_1414	Ccdc50 (+346928), Fgf12 (+709430)
peak_1415	Fgf12 (-475139), Mb21d2 (+9332)
peak_1416	Fam43a (+113071), Xxylt1 (+368638)
peak_1417	Xxylt1 (+109483), Fam43a (+372226)
peak_1418	Iqcg (+21336), Lrch3 (+120712)
peak_1419	Slc12a8 (-106054), Zfp148 (+31500)
peak_1420	Itgb5 (+42885), Umps (+94476)
peak_1421	Umps (-296006), Kalrn (+251004)
peak_1422	Sema5b (+72344), Dirc2 (+155441)
peak_1423	Sema5b (+109570), Dirc2 (+118215)
peak_1424	Dirc2 (+87360), Sema5b (+140425)
peak_1425	Stfa3 (-99920), Casr (+6822)
peak_1426	Fbxo40 (+20234), Hcls1 (+35250)
peak_1427	Pla1a (+33030), Popdc2 (+37906)
peak_1428	Tmem39a (+41035), Arhgap31 (+109427)
peak_1429	Arhgap31 (+33296), Tmem39a (+117166)
peak_1430	Igsf11 (-57698), 4930435E12Rik (-15869)
peak_1431	Igsf11 (+154889)
peak_1432	Igsf11 (+916859)
peak_1433	Lsamp (-866057)
peak_1434	Lsamp (-472223)
peak_1435	Lsamp (+328056), Gap43 (+479737)
peak_1436	Zbtb20 (+48125), Tigit (+708407)
peak_1437	Zbtb20 (+77951), Tigit (+678581)
peak_1438	Zbtb20 (+235535), Tigit (+520997)
peak_1439	Gm609 (-25879), Slc9c1 (-16461)
peak_1440	Gcsam (-39057), Slc9c1 (+36014)
peak_1441	Nectin3 (-807831), Gm7275 (-768646)
peak_1442	Nectin3 (-878753), Gm7275 (-697724)
peak_1443	Gm7275 (-160195)
peak_1444	Gm7275 (-92111)
peak_1445	Gm7275 (-51710)
peak_1446	Morc1 (+116324), Trat1 (+224395)
peak_1447	Retnlg (-16856), Retnla (+13200)
peak_1448	Retnlg (+6003), Dzip3 (+115554)
peak_1449	Dzip3 (+31277), Retnlg (+90280)
peak_1450	Bbx (-87350), Ccdc54 (+71414)
peak_1451	Ccdc54 (-77515)
peak_1452	Cblb (-302067)
peak_1453	Alcam (+173075), Cblb (+249450)
peak_1454	NONE
peak_1455	Zpld1 (+865377)
peak_1456	Zpld1 (+832962)
peak_1457	Zpld1 (+177006)
peak_1458	Tmem45a (-54757), Tmem45a2 (+130423)
peak_1459	Dcbld2 (-403136), Col8a1 (-250570)
peak_1460	Col8a1 (-484905), Dcbld2 (-168801)
peak_1461	Olfr175-ps1 (-35631), Olfr177 (+12363)
peak_1462	Olfr181 (-48677), Olfr183 (-17925)
peak_1463	Olfr196 (-7954), Olfr198 (+25125)
peak_1464	Riox2 (-14145), Gabrr3 (+50591)
peak_1465	Arl6 (-65541), Epha6 (+900316)
peak_1466	Arl6 (-145051), Epha6 (+820806)
peak_1467	Arl6 (-252869), Epha6 (+712988)
peak_1468	Arl6 (-261055), Epha6 (+704802)
peak_1469	Epha6 (-125530)
peak_1470	Epha6 (-764957)
peak_1471	Nsun3 (+933587)
peak_1472	Epha3 (+424728), Pros1 (+585123)
peak_1473	Epha3 (+136062), Pros1 (+873789)
peak_1474	Epha3 (-104507), Csnka2ip (+510483)
peak_1475	Epha3 (-139013), Csnka2ip (+475977)
peak_1476	Epha3 (-438304), Csnka2ip (+176686)
peak_1477	Epha3 (-586024), Csnka2ip (+28966)
peak_1478	Csnka2ip (-93591), 4930453N24Rik (+198422)
peak_1479	Htr1f (+105360), Cggbp1 (+148428)
peak_1480	Htr1f (+58142), Cggbp1 (+195646)
peak_1481	Htr1f (+43576), Cggbp1 (+210212)
peak_1482	Chmp2b (-189047), Vgll3 (-63889)
peak_1483	Vgll3 (+496546)
peak_1484	Vgll3 (+709131)
peak_1485	Cadm2 (+866295), Vgll3 (+938895)
peak_1486	Cadm2 (+229663)
peak_1487	Cadm2 (-313503)
peak_1488	Cadm2 (-926970)
peak_1489	Speer2 (+965222)
peak_1490	Speer2 (+947687)
peak_1491	Speer2 (+655075)
peak_1492	Speer2 (+567596)
peak_1493	Speer2 (+449045)
peak_1494	Speer2 (+157700)
peak_1495	Gbe1 (-420741), Speer2 (-29464)
peak_1496	Gbe1 (+669349)
peak_1497	Gbe1 (+840047)
peak_1498	Robo1 (-66732)
peak_1499	Robo1 (-39458)
peak_1500	Robo1 (+691365)
peak_1501	Robo2 (+673828)
peak_1502	Robo2 (+205148)
peak_1503	Hspa13 (+39122), Rbm11 (+134808)
peak_1504	Hspa13 (+29814), Rbm11 (+144116)
peak_1505	Hspa13 (-32276), Samsn1 (+110213)
peak_1506	Samsn1 (-88156), Nrip1 (+376361)
peak_1507	Usp25 (+141061), Gm11146 (+446964)
peak_1508	Usp25 (+179594), Gm11146 (+408431)
peak_1509	Cxadr (-486345), Gm11146 (-213057)
peak_1510	Cxadr (-383211), Gm11146 (-316191)
peak_1511	Btg3 (-172293), D16Ertd472e (+27554)
peak_1512	Tmprss15 (-570248)
peak_1513	Tmprss15 (-644083)
peak_1514	Ncam2 (+546958)
peak_1515	NONE
peak_1516	NONE
peak_1517	NONE
peak_1518	NONE
peak_1519	NONE
peak_1520	NONE
peak_1521	Atp5j (-107878), App (+230204)
peak_1522	App (-67194), Cyyr1 (+309516)
peak_1523	Adamts5 (-824219), N6amt1 (-628841)
peak_1524	N6amt1 (-242196)
peak_1525	N6amt1 (-204856)
peak_1526	N6amt1 (-160944)
peak_1527	Bach1 (-81842), Map3k7cl (+63773)
peak_1528	Bach1 (+30838), Grik1 (+560475)
peak_1529	Grik1 (+186053), Bach1 (+405260)
peak_1530	Cldn17 (-20330), Cldn8 (+35875)
peak_1531	Krtap11-1 (-333151), Tiam1 (+70365)
peak_1532	Ifnar2 (-83152), Olig1 (+19859)
peak_1533	Ifnar2 (-61795), Olig1 (+41216)
peak_1534	Itsn1 (+98495), Atp5o (+103839)
peak_1535	Atp5o (+40751), Itsn1 (+161583)
peak_1536	Kcne1 (-64230), Rcan1 (+42448)
peak_1537	Morc3 (-77540), Dopey2 (+42674)
peak_1538	Hlcs (+59091), Sim2 (+169212)
peak_1539	Dyrk1a (+212821), Kcnj6 (+214865)
peak_1540	Kcnj15 (-240216), Kcnj6 (-19646)
peak_1541	Kcnj15 (-168597), Kcnj6 (-91265)
peak_1542	Psmg1 (+84739), Ets2 (+204146)
peak_1543	Psmg1 (+72419), Ets2 (+216466)
peak_1544	Dscam (+190464), Pcp4 (+512682)
peak_1545	Nox3 (-651985), Arid1b (-646828)
peak_1546	Ldhal6b (+30408), Arid1b (+393285)
peak_1547	Synj2 (-87194), Snx9 (+12758)
peak_1548	Synj2 (-29767), Snx9 (+70185)
peak_1549	Gm9992 (-81693), Fndc1 (+337976)
peak_1550	T (-49948), Prr18 (+44069)
peak_1551	Qk (-130979), Pacrg (+389971)
peak_1552	Park2 (+134320)
peak_1553	Agpat4 (-820282), Park2 (+458618)
peak_1554	Agpat4 (-618709), Park2 (+660191)
peak_1555	Gm7356 (-12047), Dact2 (+190019)
peak_1556	Thbs2 (+107198), Smoc2 (+307558)
peak_1557	Thbs2 (-112269), Wdr27 (+128122)
peak_1558	Dll1 (+7463), Ermard (+326872)
peak_1559	Zfp960 (-932947), Rgmb (-304580)
peak_1560	Zfp960 (-669128), Rgmb (-568399)
peak_1561	Zfp960 (-653114), Rgmb (-584413)
peak_1562	Rgmb (-850286), Zfp960 (-387241)
peak_1563	Zfp960 (-206184)
peak_1564	Lix1 (-187684), Zfp97 (+93573)
peak_1565	Lnpep (-62307), Vmn2r90 (-17145)
peak_1566	Vmn2r92 (-21192), Vmn2r91 (+45681)
peak_1567	Vmn2r96 (-51712), Vmn2r95 (+105911)
peak_1568	Vmn2r97 (-306293), Vmn2r96 (+26302)
peak_1569	Vmn2r97 (-113717), Vmn2r96 (+218878)
peak_1570	Vmn2r97 (-72565), Vmn2r96 (+260030)
peak_1571	Vmn2r97 (-11729), Vmn2r96 (+320866)
peak_1572	Vmn2r99 (-258491), Vmn2r98 (+50151)
peak_1573	Vmn1r226 (-48162), Fpr-rs3 (-14469)
peak_1574	Vmn1r226 (+31666), Vmn1r228 (+58327)
peak_1575	Zfp820 (+29665), Zfp229 (+82370)
peak_1576	Zfp995 (-9015), Zfp942 (+43510)
peak_1577	Gm9772 (-50416), Zfp947 (+108473)
peak_1578	Zfp946 (+45087), Vmn2r111 (+103918)
peak_1579	Gm9805 (-41008), Vmn2r112 (+47615)
peak_1580	Vmn2r-ps130 (-84974), Vmn2r113 (+33209)
peak_1581	Zfp40 (-52232), Vmn2r114 (+66829)
peak_1582	Zfp40 (-67210), Vmn2r114 (+51851)
peak_1583	Tsc2 (+11762), Pkd1 (+70917)
peak_1584	Cacna1h (+28024), Tpsg1 (+35175)
peak_1585	Gng13 (-54578), Lmf1 (+83416)
peak_1586	Rhot2 (-10661), Wdr90 (+5963)
peak_1587	Gm8225 (-363)
peak_1588	Ggnbp1 (+21998), Bak1 (+33794)
peak_1589	Tcp11 (+11622), Anks1 (+159590)
peak_1590	Zfp523 (-21742), Scube3 (+13360)
peak_1591	Pi16 (-10774), BC004004 (+39320)
peak_1592	Rnf8 (-14784), Tbc1d22b (+50218)
peak_1593	Zfand3 (+201815), Btbd9 (+369385)
peak_1594	Btbd9 (+92497), Zfand3 (+478703)
peak_1595	Cryaa (+68942), Sik1 (+108917)
peak_1596	Zfp101 (-19569), Actl9 (-18686)
peak_1597	Kifc1 (+16145), Cd320 (+31425)
peak_1598	Tnxb (+15180), C4b (+58167)
peak_1599	H2-M11 (-58971), H2-M10.4 (-25770)
peak_1600	Olfr93 (-3229)
peak_1601	Olfr125 (-21838), Olfr124 (+11223)
peak_1602	Esp24 (-147402), Esp31 (+251436)
peak_1603	Esp38 (-184486), Esp15 (+127910)
peak_1604	Esp38 (-63785), Esp15 (+248611)
peak_1605	Esp38 (+39110), Pgk2 (+216146)
peak_1606	Pgk2 (+92086), Esp38 (+163170)
peak_1607	Pgk2 (+81437), Esp38 (+173819)
peak_1608	Pgk2 (-9678), Crisp3 (+24001)
peak_1609	Esp8 (-148194), Crisp1 (-52621)
peak_1610	Crisp1 (-145134), Esp8 (-55681)
peak_1611	Cenpq (-30373)
peak_1612	Cenpq (-758027), Ptchd4 (-622873)
peak_1613	Cenpq (-979504), Ptchd4 (-401396)
peak_1614	Ptchd4 (-308674)
peak_1615	Ptchd4 (-243397)
peak_1616	Enpp5 (-253946), Rcan2 (+23048)
peak_1617	Enpp5 (-134056), Rcan2 (+142938)
peak_1618	Clic5 (-73895), Enpp4 (-8868)
peak_1619	Runx2 (-212238), Cdc5l (+406672)
peak_1620	Gnmt (+8756), Pex6 (+8949)
peak_1621	Ccnd3 (+41241), Bysl (+65200)
peak_1622	A530064D06Rik (-55060), Trem1 (-10454)
peak_1623	Kcnh8 (-506708), Satb1 (-263329)
peak_1624	Satb1 (-710208), Kcnh8 (-59829)
peak_1625	Kcnh8 (+430091), Efhb (+430521)
peak_1626	Efhb (+355359), Kcnh8 (+505253)
peak_1627	Efhb (+346072), Kcnh8 (+514540)
peak_1628	Efhb (+280089), Kcnh8 (+580523)
peak_1629	Sgo1 (-57196), Sult1c2 (+99810)
peak_1630	Sult1c1 (-59391), Slc5a7 (+248969)
peak_1631	Slc5a7 (-875009), St6gal2 (-271507)
peak_1632	St6gal2 (-67773)
peak_1633	Vmn2r118 (+66073), St6gal2 (+113049)
peak_1634	Vmn2r118 (+30491), St6gal2 (+148631)
peak_1635	Zfp119a (+38298), Adgre4 (+90648)
peak_1636	Khsrp (+9122), Gm17949 (+10916)
peak_1637	Vmn2r120 (-113795), Cntnap5c (-110461)
peak_1638	Vmn2r120 (-153688), Cntnap5c (-70568)
peak_1639	Cntnap5c (+204455)
peak_1640	Cntnap5c (+401518), Pdzph1 (+820287)
peak_1641	Cntnap5c (+555219), Pdzph1 (+666586)
peak_1642	Nudt12 (-554633)
peak_1643	NONE
peak_1644	NONE
peak_1645	NONE
peak_1646	Efna5 (+933280)
peak_1647	Efna5 (+488215)
peak_1648	Efna5 (-365924), Fbxl17 (+252776)
peak_1649	Fbxl17 (-111497), A930002H24Rik (+252277)
peak_1650	Fbxl17 (-172153), A930002H24Rik (+191621)
peak_1651	Man2a1 (-176552), Pja2 (-92268)
peak_1652	4930583I09Rik (-256922), Tmem232 (+447783)
peak_1653	4930583I09Rik (-495100), Tmem232 (+209605)
peak_1654	Ralbp1 (+10744), Ppp4r1 (+91656)
peak_1655	Lama1 (+18570), Arhgap28 (+288285)
peak_1656	Zbtb14 (-136208), Epb41l3 (+90822)
peak_1657	Dlgap1 (-716102), Akain1 (+269366)
peak_1658	Dlgap1 (-522194), Akain1 (+463274)
peak_1659	Dlgap1 (-274745), Akain1 (+710723)
peak_1660	Dlgap1 (-100961), Akain1 (+884507)
peak_1661	Myl12b (+19314), Gm16519 (+42415)
peak_1662	Ypel5 (-201391), Alk (-31604)
peak_1663	Srd5a2 (-62302), Memo1 (+184665)
peak_1664	Srd5a2 (-224849), Memo1 (+22118)
peak_1665	Rasgrp3 (-36666), Ltbp1 (+393671)
peak_1666	NONE
peak_1667	Crim1 (-967833)
peak_1668	Crim1 (-371017)
peak_1669	Crim1 (-124554)
peak_1670	Vit (+83680), Strn (+145453)
