# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_1167	Fbxl17 (-111497), A930002H24Rik (+252277)
peak_1168	Fbxl17 (-172153), A930002H24Rik (+191621)
peak_1169	Man2a1 (-176552), Pja2 (-92268)
peak_1170	4930583I09Rik (-495100), Tmem232 (+209605)
peak_1171	Dlgap1 (-716102), Akain1 (+269366)
peak_1172	Dlgap1 (-522194), Akain1 (+463274)
peak_1173	Dlgap1 (-274745), Akain1 (+710723)
peak_1174	Dlgap1 (-100961), Akain1 (+884507)
peak_1175	Ypel5 (-201391), Alk (-31604)
peak_1176	Srd5a2 (-62302), Memo1 (+184665)
peak_1177	Rasgrp3 (-36666), Ltbp1 (+393671)
peak_1178	NONE
peak_1179	Crim1 (-967833)
peak_1180	Crim1 (-371017)
peak_1181	Crim1 (-124554)
peak_1182	Gm11096 (-196364), Thumpd2 (-180314)
peak_1183	Gm6594 (-822910), Slc8a1 (-66741)
peak_1184	Slc8a1 (-520181), Gm6594 (-369470)
peak_1185	Eml4 (-119446), Pkdcc (+16193)
peak_1186	Eml4 (-66027), Pkdcc (+69612)
peak_1187	Lhcgr (-361973), Fshr (+46663)
peak_1188	Fshr (-239897), Gm10184 (+469940)
peak_1189	Fshr (-615665), Gm10184 (+94172)
peak_1190	Gm6741 (+410588)
peak_1191	Gm6741 (+528420)
peak_1192	Adcyap1 (-497374)
peak_1193	Adcyap1 (+90083)
peak_1194	Fzd8 (-996635), Wac (+347024)
peak_1195	Fzd8 (-10564)
peak_1196	Cabyr (-9663), Ttc39c (+88348)
peak_1197	Zfp521 (+390416), Hrh4 (+575327)
peak_1198	Aqp4 (-85746), Chst9 (+228616)
peak_1199	Gm10036 (+456318), Cdh2 (+520134)
peak_1200	Cdh2 (-152503)
peak_1201	Cdh2 (-825699)
peak_1202	NONE
peak_1203	Dsc3 (+447664)
peak_1204	Dsc3 (+140001)
peak_1205	Garem1 (-116645), Klhl14 (+237935)
peak_1206	Asxl3 (-96958), Ccdc178 (-76735)
peak_1207	Asxl3 (+295865), Nol4 (+399390)
peak_1208	Mapre2 (-8706), Dtna (+379836)
peak_1209	Zfp397 (-37211), Mapre2 (+113510)
peak_1210	2700062C07Rik (-60435), Galnt1 (+204659)
peak_1211	Celf4 (-942712)
peak_1212	NONE
peak_1213	NONE
peak_1214	NONE
peak_1215	NONE
peak_1216	NONE
peak_1217	Pik3c3 (+520716), Rit2 (+523670)
peak_1218	Rit2 (+36174)
peak_1219	Camk4 (+105191), Stard4 (+169630)
peak_1220	Stard4 (-181101), Nrep (+68671)
peak_1221	Gm10549 (+170992), Epb41l4a (+372051)
peak_1222	Arap3 (-70696), Pcdh1 (+141492)
peak_1223	Yipf5 (+54997), Pabpc2 (+390905)
peak_1224	Kctd16 (+357631)
peak_1225	Prelid2 (+486125)
peak_1226	Prelid2 (+441186)
peak_1227	Prelid2 (+76169)
peak_1228	Myot (-43967), Npy6r (+19980)
peak_1229	Kcnn2 (-61488), Ythdc2 (+379771)
peak_1230	Kcnn2 (+122549), Trim36 (+821053)
peak_1231	Cdo1 (+35223), Eif1a (+95415)
peak_1232	Prr16 (-335038), Pudp (-214161)
peak_1233	Pudp (-433170), Prr16 (-116029)
peak_1234	Srfbp1 (-17664), Ftmt (+116493)
peak_1235	Zfp474 (-73003), Lox (-13112)
peak_1236	Snx2 (-155553), Sncaip (+253102)
peak_1237	Slc12a2 (-86187), 1700011I03Rik (+258711)
peak_1238	Chsy3 (-252485), Adamts19 (+86152)
peak_1239	Chsy3 (-60021), Adamts19 (+278616)
peak_1240	Csnk1a1 (-10259), Arhgef37 (-8479)
peak_1241	Piezo2 (-62458), Txnl1 (+242718)
peak_1242	Piezo2 (-87943), Txnl1 (+217233)
peak_1243	Atp8b1 (-214701), Nedd4l (-12055)
peak_1244	Pmaip1 (+84031), Mc4r (+317837)
peak_1245	Cidea (-12302), Impa2 (+42009)
peak_1246	Gm17669 (+349)
peak_1247	Mc5r (-8446), Rnmt (+28802)
peak_1248	Dcc (-155420)
peak_1249	Mex3c (-996070), Dcc (-225905)
peak_1250	Dcc (-998723), Mex3c (-223252)
peak_1251	Smad4 (+16122), Mex3c (+114614)
peak_1252	Myo5b (-14994), Cfap53 (+144453)
peak_1253	Ctif (+133952), Smad7 (+196215)
peak_1254	Skor2 (-69845), Smad2 (+544980)
peak_1255	Gm6133 (+345928), Setbp1 (+413709)
peak_1256	Pard6g (-539742), Setbp1 (-397762)
peak_1257	Nfatc1 (-173624), Atp9b (+47363)
peak_1258	Galr1 (+279117)
peak_1259	Zadh2 (+87428), Zfp407 (+413918)
peak_1260	Timm21 (-50399)
peak_1261	Timm21 (-373839)
peak_1262	Timm21 (-946213), Neto1 (-497215)
peak_1263	Neto1 (-186960)
peak_1264	Socs6 (-51785), Rttn (-25683)
peak_1265	Cd226 (+172939), Dok6 (+399158)
peak_1266	Tmx3 (-592413), Dok6 (-148213)
peak_1267	Dok6 (-501371), Tmx3 (-239255)
peak_1268	Dok6 (-604416), Tmx3 (-136210)
peak_1269	Dok6 (-642894), Tmx3 (-97732)
peak_1270	Dok6 (-661268), Tmx3 (-79358)
peak_1271	Slc22a19 (+30551), Hrasls5 (+68204)
peak_1272	Slc22a30 (-123445), Slc22a8 (-62698)
peak_1273	Pcna-ps2 (-123638), Asrgl1 (-23964)
peak_1274	Olfr1458 (-13093), Olfr1459 (+29664)
peak_1275	Olfr1505 (+315284), Tle4 (+369169)
peak_1276	Tle4 (-710675), Psat1 (+616401)
peak_1277	Pcsk5 (-104397), Ostf1 (+689760)
peak_1278	Pcsk5 (-608058), Ostf1 (+186099)
peak_1279	Rorb (-240361)
peak_1280	Anxa1 (-182725), Aldh1a1 (-28292)
peak_1281	Aldh1a7 (-27992), Tmc1 (+198648)
peak_1282	Trpm3 (-209101), Tmem2 (+151676)
peak_1283	Kank1 (-49336), Dock8 (+188110)
peak_1284	Smarca2 (-734592), Dmrt2 (+198040)
peak_1285	Pum3 (+27459), Kcnv2 (+79773)
peak_1286	Trpd52l3 (-6850), Il33 (+51150)
peak_1287	Cstf2t (-477506), Dkk1 (-55670)
peak_1288	A1cf (+68007), Asah2 (+124698)
peak_1289	Rnls (+106499), Pten (+528269)
peak_1290	Lipo3 (-139905), Lipo2 (+38929)
peak_1291	Lipn (-41806), Lipk (+17251)
peak_1292	Kif20b (+311997), Htr7 (+823015)
peak_1293	Cyp2c39 (+13025), Cyp2c67 (+125164)
peak_1294	Hps1 (-224963), Hpse2 (+383372)
peak_1295	Tlx1 (+40888), Lbx1 (+44244)
peak_1296	Sorcs3 (+25824)
peak_1297	Sorcs3 (+726591)
peak_1298	Sorcs3 (+771246)
peak_1299	Sorcs3 (+864332), Rpl13a-ps1 (+960378)
peak_1300	Rpl13a-ps1 (+853819), Sorcs3 (+970891)
peak_1301	Rpl13a-ps1 (+690010)
peak_1302	Rpl13a-ps1 (+570547)
peak_1303	Rpl13a-ps1 (+507228)
peak_1304	Rpl13a-ps1 (-395370), Sorcs1 (+252541)
peak_1305	Rpl13a-ps1 (-520335), Sorcs1 (+127576)
peak_1306	Sorcs1 (-413773)
peak_1307	Sorcs1 (-436548)
peak_1308	Ins1 (-804032), Sorcs1 (-781645)
peak_1309	Ins1 (-364676)
peak_1310	Xpnpep1 (+199434), Ins1 (+576457)
peak_1311	Adra2a (+91369), Gpam (+962900)
peak_1312	Plekhs1 (-51581), Casp7 (+12930)
peak_1313	Trub1 (-34946), Fam160b1 (+56951)
peak_1314	Fam204a (-121334), Prlhr (+120273)
peak_1315	Nanos1 (-153238), Cacul1 (-21726)
peak_1316	Nanos1 (-111980), Cacul1 (-62984)
peak_1317	Frmd4a (-310468), Fam107b (+128946)
peak_1318	NONE
peak_1319	NONE
peak_1320	NONE
peak_1321	Ankrd16 (+164974), Itga8 (+358457)
peak_1322	Ankrd16 (+199533), Itga8 (+323898)
peak_1323	Pter (+21568), C1ql3 (+66146)
peak_1324	Vim (+43573), St8sia6 (+176539)
peak_1325	Vim (+84349), St8sia6 (+135763)
peak_1326	St8sia6 (-156218), Hacd1 (+105738)
peak_1327	Tmem236 (-49070), Stam (+51355)
peak_1328	Slc39a12 (-99434), Mrc1 (+59573)
peak_1329	Cacnb2 (+122867), Nsun6 (+327711)
peak_1330	Plxdc2 (-692327), Malrd1 (+137498)
peak_1331	Plxdc2 (-247417), Malrd1 (+582408)
peak_1332	Nebl (+453043), Plxdc2 (+921696)
peak_1333	Commd3 (-195360), Dnajc1 (-84194)
peak_1334	Dnajc1 (-164221), Commd3 (-115333)
peak_1335	Armc3 (-122744), 4930426L09Rik (+78215)
peak_1336	Otud1 (-76234), 4921504E06Rik (-27604)
peak_1337	Etl4 (-142883), Otud1 (+489278)
peak_1338	Gpr158 (-120737), Enkur (-41440)
peak_1339	Myo3a (-734468), Gpr158 (+125493)
peak_1340	Myo3a (-641702), Gpr158 (+218259)
peak_1341	Myo3a (-602310), Gpr158 (+257651)
peak_1342	Spopl (-366372), Hnmt (+110918)
peak_1343	Dab2ip (+21513), Ttll11 (+336074)
peak_1344	Ppp6c (-418993)
peak_1345	Ppp6c (-465842)
peak_1346	NONE
peak_1347	NONE
peak_1348	NONE
peak_1349	Lrp1b (+569867)
peak_1350	Lrp1b (+83938)
peak_1351	Gtdc1 (+250098), Arhgap15 (+862654)
peak_1352	NONE
peak_1353	NONE
peak_1354	NONE
peak_1355	NONE
peak_1356	Acvr2a (-704580)
peak_1357	Acvr2a (-235431)
peak_1358	Mmadhc (-303964), Rnd3 (+548430)
peak_1359	Mmadhc (-473806), Rnd3 (+378588)
peak_1360	Mmadhc (-729419), Rnd3 (+122975)
peak_1361	Rnd3 (-334406), Tas2r134 (-143994)
peak_1362	Arl6ip6 (+138168), Rprm (+755296)
peak_1363	Arl6ip6 (+175264), Rprm (+718200)
peak_1364	Rprm (+159278), Arl6ip6 (+734186)
peak_1365	Rprm (+94204), Arl6ip6 (+799260)
peak_1366	Rprm (+45622), Arl6ip6 (+847842)
peak_1367	Rprm (+20609), Arl6ip6 (+872855)
peak_1368	Galnt13 (-177729), Rprm (-173106)
peak_1369	Rprm (-299822), Galnt13 (-51013)
peak_1370	Kcnj3 (-409155), Galnt13 (+590428)
peak_1371	Kcnj3 (+192887)
peak_1372	Kcnj3 (+393646)
peak_1373	Kcnj3 (+505372)
peak_1374	Nr4a2 (+168064)
peak_1375	Upp2 (-107211), Acvr1 (-80905)
peak_1376	Slc4a10 (-193505), Tbr1 (+48687)
peak_1377	Slc4a10 (-6219), Tbr1 (+235973)
peak_1378	Slc4a10 (+129254), Dpp4 (+236332)
peak_1379	Gca (+162680), Kcnh7 (+357313)
peak_1380	Kcnh7 (-621430), Fign (+292304)
peak_1381	Csrnp3 (+26332), Galnt3 (+252895)
peak_1382	Ttc21b (-49859), Scn1a (+103588)
peak_1383	Scn1a (-19796), Scn9a (+205092)
peak_1384	Gm21830 (-407251), Scn7a (-221560)
peak_1385	Cers6 (-163280), 4932414N04Rik (+40422)
peak_1386	Map3k20 (-280793), Rapgef4 (+23604)
peak_1387	Gm11084 (-7453), Ola1 (+220278)
peak_1388	Sestd1 (-110104), Zfp385b (+343867)
peak_1389	Ube2e3 (-871264), Cwc22 (-51408)
peak_1390	Cwc22 (-670458), Ube2e3 (-252214)
peak_1391	Zfp804a (-895581), Nup35 (+518825)
peak_1392	Zfp804a (-741102), Nup35 (+673304)
peak_1393	Fsip2 (-447649), Zfp804a (+442763)
peak_1394	Fsip2 (-54976), Zfp804a (+835436)
peak_1395	Zc3h15 (-602844), Fsip2 (+97957)
peak_1396	Zswim2 (+10810), Fam171b (+117780)
peak_1397	Gm13691 (+96702), Calcrl (+338156)
peak_1398	Gm13691 (+204538), Calcrl (+230320)
peak_1399	Smtnl1 (+10744), Ube2l6 (+13080)
peak_1400	Olfr1090 (-2496)
peak_1401	Olfr1193 (-7312), ENSMUSG00000111590 (+21851)
peak_1402	Olfr1196 (-6987), Olfr1197 (+20909)
peak_1403	Olfr140 (-23809), Olfr1267-ps1 (+33864)
peak_1404	Olfr1271 (-1809)
peak_1405	Accsl (-17299), Gm27027 (+109898)
peak_1406	Hsd17b12 (-146438), Ttc17 (+102287)
peak_1407	Api5 (-976144), Lrrc4c (-903889)
peak_1408	Lrrc4c (-518703)
peak_1409	Lrrc4c (-383676)
peak_1410	Lrrc4c (+112950)
peak_1411	Lrrc4c (+717421)
peak_1412	Gm10801 (-354701)
peak_1413	Gm10800 (-499988)
peak_1414	NONE
peak_1415	Rag2 (-721239)
peak_1416	Immp1l (+44149), Dnajc24 (+54762)
peak_1417	Kcna4 (+686166)
peak_1418	Bbox1 (+68566), Ccdc34 (+219358)
peak_1419	Bbox1 (-40476), Fibin (+16966)
peak_1420	Slc5a12 (-161251), Fibin (-72864)
peak_1421	Gm15130 (-27496), 4930430A15Rik (+49170)
peak_1422	Tmco5b (-151031), Ryr3 (-104370)
peak_1423	Arhgap11a (-9668), Gjd2 (+155295)
peak_1424	Dph6 (-507520), BC052040 (-419232)
peak_1425	Sema6d (-730222)
peak_1426	Sema6d (-354850)
peak_1427	Mal (-14641), Mall (+58596)
peak_1428	Hao1 (+48195), Bmp2 (+954014)
peak_1429	Plcb4 (-229982), Plcb1 (+725689)
peak_1430	Flrt3 (+131116), Macrod2 (+144997)
peak_1431	Flrt3 (-431707)
peak_1432	Flrt3 (-869792)
peak_1433	Kif16b (+995855)
peak_1434	Snrpb2 (-116491), Kif16b (-45017)
peak_1435	Kif16b (-141369), Snrpb2 (-20139)
peak_1436	Pcsk2 (-112732), Otor (+354951)
peak_1437	Pcsk2 (+85426), Bfsp1 (+231361)
peak_1438	Mgme1 (-46268), Banf2 (+191573)
peak_1439	Pax1 (+105219), Foxa2 (+575735)
peak_1440	Cstl1 (+7007), Cst11 (+14132)
peak_1441	Cst10 (-220150), Gm10750 (-167862)
peak_1442	Csnk2a1 (-29341), Tcf15 (+53937)
peak_1443	Bpifa3 (-42687), Bpifa2 (+79384)
peak_1444	Mmp24 (+17437), BC029722 (+26647)
peak_1445	Dhx35 (+551440), Gm826 (+981247)
peak_1446	Gm826 (+671323), Dhx35 (+861364)
peak_1447	Gm826 (+538702), Dhx35 (+993985)
peak_1448	Gm826 (+388536)
peak_1449	Ptprt (+515017)
peak_1450	Ripor3 (-49209), Pard6b (-21177)
peak_1451	Pard6b (+56461), Adnp (+69647)
peak_1452	Zfp217 (+133273), Tshz2 (+364271)
peak_1453	Cdh4 (-668007), Cdh26 (+343817)
peak_1454	Cdh4 (-265041), Cdh26 (+746783)
peak_1455	Hnf4g (+427608)
peak_1456	Zfhx4 (-633638)
peak_1457	Pex2 (-78468), 1700008P02Rik (+965825)
peak_1458	Pex2 (-846877), 1700008P02Rik (+197416)
peak_1459	Pkia (-516737), 1700008P02Rik (-229490)
peak_1460	1700008P02Rik (-462419), Pkia (-283808)
peak_1461	1700008P02Rik (-690599), Pkia (-55628)
peak_1462	Il7 (-515710), Stmn2 (-379923)
peak_1463	Il7 (-838672), Stmn2 (-56961)
peak_1464	Pag1 (-161936), Fabp5 (-16933)
peak_1465	Snx16 (-948040)
peak_1466	NONE
peak_1467	NONE
peak_1468	NONE
peak_1469	NONE
peak_1470	Ralyl (-562953)
peak_1471	Ralyl (-472415)
peak_1472	Ralyl (-211542)
peak_1473	Ralyl (-92053)
peak_1474	Car2 (+100854), Gm9733 (+345020)
peak_1475	Sirpb1c (-80789), Gm5150 (+77120)
peak_1476	Ythdf3 (+235503)
peak_1477	Ythdf3 (+308323)
peak_1478	Cypt12 (-953675), Ythdf3 (+811499)
peak_1479	Cypt12 (-762729)
peak_1480	Cypt12 (-212954)
peak_1481	Cyp7b1 (-479852), Armc1 (+439875)
peak_1482	Cyp7b1 (-609692), Armc1 (+310035)
peak_1483	Cyp7b1 (-772486), Armc1 (+147241)
peak_1484	Dnajc5b (-174927), Pde7a (-44422)
peak_1485	Pde7a (-151081), Dnajc5b (-68268)
peak_1486	Agtr1b (-373877)
peak_1487	Agtr1b (-466669)
peak_1488	Agtr1b (-565214)
peak_1489	Tbl1xr1 (+200280)
peak_1490	Tbl1xr1 (+383832)
peak_1491	Tbl1xr1 (+436900)
peak_1492	Tbl1xr1 (+856152)
peak_1493	Naaladl2 (+544696)
peak_1494	Naaladl2 (-185641)
peak_1495	Naaladl2 (-250602)
peak_1496	Naaladl2 (-317312)
peak_1497	Naaladl2 (-466659)
peak_1498	Spata16 (+146851), Ect2 (+369390)
peak_1499	Spata16 (+220658), Ect2 (+295583)
peak_1500	Gm1527 (-25905), Rpl22l1 (+61276)
peak_1501	Egfem1 (+11900), Mecom (+918523)
peak_1502	Mecom (+293673), Egfem1 (+636750)
peak_1503	Mecom (+140254), Egfem1 (+790169)
peak_1504	Kcnmb2 (-432685), Slc7a14 (-159640)
peak_1505	Kcnmb2 (-361275), Slc7a14 (-231050)
peak_1506	Zmat3 (+197523), Kcnmb2 (+265452)
peak_1507	Zmat3 (+51480), Kcnmb2 (+411495)
peak_1508	Ttc14 (-550294), Pex5l (-166897)
peak_1509	Pex5l (-516720), Ttc14 (-200471)
peak_1510	Atp11b (-622730), Sox2 (+480999)
peak_1511	Qrfpr (-69312), Anxa5 (+184269)
peak_1512	Gm5148 (-401049), Ankrd50 (+359466)
peak_1513	Ankrd50 (-277846), Fat4 (-124250)
peak_1514	Intu (-683060), Fat4 (+970767)
peak_1515	Pgrmc2 (-260409), Jade1 (-219914)
peak_1516	D3Ertd751e (+27420)
peak_1517	D3Ertd751e (+373782)
peak_1518	D3Ertd751e (+582255)
peak_1519	NONE
peak_1520	NONE
peak_1521	NONE
peak_1522	NONE
peak_1523	Pcdh10 (-977319)
peak_1524	Pcdh10 (-755847)
peak_1525	Pcdh10 (-712710)
peak_1526	Pcdh10 (-520878)
peak_1527	Pcdh10 (-30338)
peak_1528	Pabpc4l (+249567), Pcdh10 (+820227)
peak_1529	Pabpc4l (-835026)
peak_1530	Pcdh18 (-45992), Slc7a11 (+640303)
peak_1531	Pcdh18 (-65383), Slc7a11 (+620912)
peak_1532	Slc7a11 (-520334), Noct (-260502)
peak_1533	Foxo1 (+168970), Cog6 (+579931)
peak_1534	Gm10985 (-122677), Frem2 (-65054)
peak_1535	Frem2 (-145387), Gm10985 (-42344)
peak_1536	Gm10985 (-2827)
peak_1537	Ufm1 (-265179), Trpc4 (-27048)
peak_1538	Nbea (+47349), Mab21l1 (+353842)
peak_1539	Nbea (-25627)
peak_1540	Nbea (-187985), Tm4sf1 (+930250)
peak_1541	Nbea (-420598), Tm4sf1 (+697637)
peak_1542	Tm4sf4 (-97399), Tm4sf1 (-25979)
peak_1543	Pfn2 (-338483), Tsc22d2 (-228153)
peak_1544	Pfn2 (-430165), Tsc22d2 (-136471)
peak_1545	Siah2 (-70099), Clrn1 (+122713)
peak_1546	Siah2 (-160133), Clrn1 (+32679)
peak_1547	Clrn1 (-102625), Med12l (-18650)
peak_1548	P2ry12 (-58934), Igsf10 (+57741)
peak_1549	Gm5538 (-211031), Igsf10 (-174503)
peak_1550	Mbnl1 (-263283), Sucnr1 (+156027)
peak_1551	Arhgef26 (-893849), B430305J03Rik (-78544)
peak_1552	Arhgef26 (-695553), B430305J03Rik (-276840)
peak_1553	B430305J03Rik (-839832), Arhgef26 (-132561)
peak_1554	Dhx36 (-66595), Gpr149 (+31541)
peak_1555	Mme (-552995), Gpr149 (-137737)
peak_1556	Gm34302 (-192681), Plch1 (+174431)
peak_1557	Tiparp (-98849), Ssr3 (-36938)
peak_1558	Tiparp (-72194), Ssr3 (-63593)
peak_1559	Lekr1 (+89576), Ccnl1 (+202445)
peak_1560	Veph1 (-373148), Shox2 (+311786)
peak_1561	Veph1 (-539133), Shox2 (+145801)
peak_1562	Mlf1 (-211729), Rsrc1 (+176747)
peak_1563	Mfsd1 (-41128), Rarres1 (-26090)
peak_1564	Iqcj (-138561), Mfsd1 (+170918)
peak_1565	Iqcj (-106042), Mfsd1 (+203437)
peak_1566	1110032F04Rik (-115438), Il12a (+62724)
peak_1567	NONE
peak_1568	NONE
peak_1569	Sis (+810741)
peak_1570	Sis (+74209)
peak_1571	Bche (-148423)
peak_1572	Bche (-155624)
peak_1573	Bche (-749830), Zbbx (+685527)
peak_1574	Bche (-762328), Zbbx (+673029)
peak_1575	Serpini2 (-196526), Wdr49 (+15136)
peak_1576	NONE
peak_1577	NONE
peak_1578	Rapgef2 (+649963)
peak_1579	Fam198b (+134660), Gria2 (+783642)
peak_1580	Fam198b (+353443), Gria2 (+564859)
peak_1581	Gria2 (+447025), Fam198b (+471277)
peak_1582	Gria2 (+60345), Fam198b (+857957)
peak_1583	Pdgfc (-95137), Glrb (-27619)
peak_1584	Ctso (-673545), Pdgfc (+222640)
peak_1585	Ctso (-617669), Pdgfc (+278516)
peak_1586	Ctso (-564919), Pdgfc (+331266)
peak_1587	Ctso (-316300), Pdgfc (+579885)
peak_1588	Ctso (-220199), Pdgfc (+675986)
peak_1589	Ctso (-151521), Pdgfc (+744664)
peak_1590	Gm5849 (-82987), 9130204L05Rik (+229940)
peak_1591	Gm5849 (-191938), 9130204L05Rik (+120989)
peak_1592	Pglyrp3 (-887925), 9130204L05Rik (-35855)
peak_1593	9130204L05Rik (-611152), Pglyrp3 (-312628)
peak_1594	Gm37596 (-67588), Gm5773 (-12342)
peak_1595	Them4 (-41614), Gm4778 (+2788)
peak_1596	Them4 (-34253), Gm4778 (+10149)
peak_1597	Them4 (-20761), Gm4778 (+23641)
peak_1598	Spag17 (-520786), Tbx15 (+110871)
peak_1599	Cd2 (-75592), Igsf3 (-13552)
peak_1600	Vangl1 (-231786), Ngf (-33449)
peak_1601	Tshb (-83635), Sycp1 (+69791)
peak_1602	Tshb (-104355), Sycp1 (+49071)
peak_1603	Rsbn1 (-28868), Ptpn22 (+25006)
peak_1604	Fam19a3 (+62773), Slc16a1 (+76106)
peak_1605	Dennd2d (-71706), Chil6 (-8162)
peak_1606	Kcna3 (-113145), Olfr266 (-96737)
peak_1607	Ntng1 (+78245), Vav3 (+716610)
peak_1608	Prmt6 (-75075)
peak_1609	NONE
peak_1610	NONE
peak_1611	NONE
peak_1612	Col11a1 (-360804), Rnpc3 (-39587)
peak_1613	Rnpc3 (-216937), Col11a1 (-183454)
peak_1614	Palmd (-60978), Plppr4 (+330911)
peak_1615	Dpyd (-457123), Snx7 (-236070)
peak_1616	Dpyd (+151552)
peak_1617	Ptbp2 (-200657)
peak_1618	Ptbp2 (-321735)
peak_1619	Myoz2 (-159614), Synpo2 (+41467)
peak_1620	1700003H04Rik (-495020), Ndst4 (-327965)
peak_1621	1700003H04Rik (-634525), Ndst4 (-188460)
peak_1622	Arsj (-397957), Ugt8a (-49842)
peak_1623	Ank2 (+268039), Camk2d (+543814)
peak_1624	5730508B09Rik (-241698)
peak_1625	Pitx2 (-767474), 5730508B09Rik (-550174)
peak_1626	5730508B09Rik (-801328), Pitx2 (-516320)
peak_1627	Lef1 (-336302), Rpl34 (-43832)
peak_1628	Gimd1 (-216891), Dkk2 (+327637)
peak_1629	Npnt (+121458), Tbck (+144441)
peak_1630	Cxxc4 (-656762), Tet2 (-35361)
peak_1631	Cxxc4 (-375837), Tet2 (-316286)
peak_1632	Tacr3 (-379729), Cxxc4 (+212787)
peak_1633	Tacr3 (-13896), Cxxc4 (+578620)
peak_1634	Emcn (+101165), Gm4861 (+110390)
peak_1635	Gm4861 (-47672), Ddit4l (-23378)
peak_1636	H2afz (-205535), Ddit4l (+35280)
peak_1637	Adh4 (-19473), Adh6b (+43644)
peak_1638	Stpg2 (+358698)
peak_1639	Stpg2 (+951178)
peak_1640	Pdha2 (+485727)
peak_1641	Pdha2 (-166447), Unc5c (-86772)
peak_1642	Bmpr1b (+215573), Unc5c (+301117)
peak_1643	Gbp7 (-11730), Gbp5 (+21712)
peak_1644	Sh3glb1 (+65982), Selenof (+83915)
peak_1645	Ssx2ip (-47909), Lpar3 (+135770)
peak_1646	Ttll7 (+72491)
peak_1647	Ttll7 (+453756)
peak_1648	Lrriq3 (+216621)
peak_1649	Negr1 (-117490)
peak_1650	Zranb2 (-566993), Negr1 (+405373)
peak_1651	Zranb2 (-527239), Negr1 (+445127)
peak_1652	Lrrc7 (+114274), Lrrc40 (+411285)
peak_1653	Depdc1a (-507205), Lrrc7 (-426007)
peak_1654	Wls (-185392), Rpe65 (+55105)
peak_1655	Wls (-164477), Rpe65 (+76020)
peak_1656	Sdr16c5 (-29422), Sdr16c6 (+28437)
peak_1657	Penk (-28542), Impad1 (+626336)
peak_1658	Penk (-130366), Impad1 (+524512)
peak_1659	Fam110b (-598608), Impad1 (-252158)
peak_1660	Fam110b (-547435), Impad1 (-303331)
peak_1661	Nsmaf (-155326), Tox (+381202)
peak_1662	Nsmaf (-195195), Tox (+341333)
peak_1663	Tox (-288699), Car8 (+959543)
peak_1664	Tox (-364520), Car8 (+883722)
peak_1665	Tox (-637593), Car8 (+610649)
peak_1666	Tox (-743240), Car8 (+505002)
peak_1667	Car8 (+47177)
peak_1668	Car8 (-159828), Rab2a (-136775)
peak_1669	Car8 (-204261), Rab2a (-92342)
peak_1670	Gdf6 (-120420), Asph (-54790)
peak_1671	2610301B20Rik (-709031), Gdf6 (+321095)
peak_1672	2610301B20Rik (-382654), Gdf6 (+647472)
peak_1673	2610301B20Rik (-195857), Gdf6 (+834269)
peak_1674	2610301B20Rik (-139917), Gdf6 (+890209)
peak_1675	Triqk (-580947), Fam92a (-153896)
peak_1676	Triqk (-503608), Fam92a (-231235)
peak_1677	Triqk (-475740), Fam92a (-259103)
peak_1678	Triqk (-439345), Fam92a (-295498)
peak_1679	Fam92a (-541313), Triqk (-193530)
peak_1680	Runx1t1 (-791424), Triqk (+53015)
peak_1681	Runx1t1 (-626117), Triqk (+218322)
peak_1682	Runx1t1 (-318847), Triqk (+525592)
peak_1683	Runx1t1 (+179153), Slc26a7 (+691355)
peak_1684	Slc26a7 (+39322), Runx1t1 (+831186)
peak_1685	Slc26a7 (-58226), Lrrc69 (+116029)
peak_1686	Necab1 (+128768), Tmem55a (+156287)
peak_1687	Necab1 (+94394), Tmem55a (+190661)
peak_1688	Ripk2 (-381406)
peak_1689	Ripk2 (-647082)
peak_1690	Ripk2 (-970822), Mmp16 (-718989)
peak_1691	Mmp16 (-635994)
peak_1692	Mmp16 (-571791)
peak_1693	Mmp16 (-444462)
peak_1694	Mmp16 (-402172)
peak_1695	Mmp16 (-282381)
peak_1696	Mmp16 (+168273)
peak_1697	Mmp16 (+368334), Cnbd1 (+900734)
peak_1698	Mmp16 (+574822), Cnbd1 (+694246)
peak_1699	Cnbd1 (+515624), Mmp16 (+753444)
peak_1700	Cnbd1 (+175679)
peak_1701	Cngb3 (-131315), Cnbd1 (-27009)
peak_1702	Cngb3 (-90707), Cnbd1 (-67617)
peak_1703	Wwp1 (+38419), Gm12353 (+65123)
peak_1704	Slc7a13 (-67957), Wwp1 (-41775)
peak_1705	Ggh (+253650), Nkain3 (+482865)
peak_1706	Ggh (+318710), Nkain3 (+417805)
peak_1707	Nkain3 (-31690), Prdm13 (+875706)
peak_1708	Nkain3 (-427710), Prdm13 (+479686)
peak_1709	Nkain3 (-800754), Prdm13 (+106642)
peak_1710	Pou3f2 (+24930), Fbxl4 (+105893)
peak_1711	Pou3f2 (-282433)
peak_1712	Pou3f2 (-419532)
peak_1713	Pou3f2 (-612920)
peak_1714	Pou3f2 (-625647)
peak_1715	Pou3f2 (-800016)
peak_1716	Mms22l (-553745)
peak_1717	Mms22l (-212031)
peak_1718	Gpr63 (+134481), Fhl5 (+134976)
peak_1719	Fut9 (-258076), Manea (+288669)
