# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (+139545)
peak_1641	Cdh6 (-209510)
peak_1642	NONE
peak_1643	NONE
peak_1644	Cdh9 (-869410)
peak_1645	Cdh9 (-656260)
peak_1646	Cdh10 (-89079)
peak_1647	Cdh10 (+759965)
peak_1648	Cdh10 (+805855)
peak_1649	Acot10 (+773360)
peak_1650	Acot10 (+342665)
peak_1651	Acot10 (+129464)
peak_1652	Cdh12 (+150577)
peak_1653	Cdh12 (+231084)
peak_1654	Cdh18 (-548460)
peak_1655	Cdh18 (-224743)
peak_1656	9230109A22Rik (+544166)
peak_1657	9230109A22Rik (+479936)
peak_1658	9230109A22Rik (+32240)
peak_1659	9230109A22Rik (-51208)
peak_1660	March11 (-131194)
peak_1661	March11 (-60445)
peak_1662	March11 (-28698)
peak_1663	Fbxl7 (+213135)
peak_1664	Ank (-44538)
peak_1665	Trio (+164994)
peak_1666	Dnah5 (+55831)
peak_1667	Ctnnd2 (-76633)
peak_1668	Dap (-23397)
peak_1669	Ropn1l (+6378)
peak_1670	Fam173b (+100936)
peak_1671	Tas2r119 (-230698)
peak_1672	Sema5a (+151370)
peak_1673	Sdc2 (-289609)
peak_1674	Tspyl5 (+74937)
peak_1675	Tspyl5 (-179986)
peak_1676	Mtdh (-196150)
peak_1677	Vps13b (+263711)
peak_1678	Cox6c (-53933)
peak_1679	Rpl7a-ps3 (-72139)
peak_1680	Ankrd46 (+41053)
peak_1681	Pabpc1 (-70798)
peak_1682	Ywhaz (+43247)
peak_1683	Gm10384 (-4989)
peak_1684	Grhl2 (-57313)
peak_1685	Grhl2 (-10530)
peak_1686	Grhl2 (+18996)
peak_1687	Odf1 (+7304)
peak_1688	Klf10 (-73556)
peak_1689	Azin1 (-67527)
peak_1690	Rims2 (+48554)
peak_1691	Dpys (-14863)
peak_1692	Zfpm2 (+224279)
peak_1693	Oxr1 (-283300)
peak_1694	Oxr1 (-273206)
peak_1695	Oxr1 (-203011)
peak_1696	Abra (-67111)
peak_1697	Abra (-267195)
peak_1698	Rspo2 (+29324)
peak_1699	Emc2 (+115733)
peak_1700	Tmem74 (-146963)
peak_1701	Trhr (-109092)
peak_1702	Kcnv1 (+111525)
peak_1703	Kcnv1 (-586323)
peak_1704	NONE
peak_1705	NONE
peak_1706	NONE
peak_1707	NONE
peak_1708	Csmd3 (+394161)
peak_1709	Csmd3 (-302297)
peak_1710	Csmd3 (-323153)
peak_1711	Csmd3 (-457036)
peak_1712	NONE
peak_1713	Trps1 (+919543)
peak_1714	Trps1 (+444790)
peak_1715	Trps1 (+405789)
peak_1716	Trps1 (+71928)
peak_1717	Trps1 (-148109)
peak_1718	Eif3h (+258113)
peak_1719	Aard (-11938)
peak_1720	Med30 (-45941)
peak_1721	Med30 (+161717)
peak_1722	Ext1 (+199881)
peak_1723	Ext1 (-227993)
peak_1724	Colec10 (+40018)
peak_1725	Nov (-68242)
peak_1726	Has2 (+173704)
peak_1727	Has2 (-191420)
peak_1728	Has2 (-213926)
peak_1729	Fer1l6 (+104034)
peak_1730	Trib1 (-13488)
peak_1731	4933412E24Rik (-48857)
peak_1732	4933412E24Rik (-337947)
peak_1733	4933412E24Rik (-381433)
peak_1734	4933412E24Rik (-399742)
peak_1735	A1bg (-105455)
peak_1736	Myc (+536694)
peak_1737	Myc (+785538)
peak_1738	Fam49b (-125493)
peak_1739	Asap1 (-146105)
peak_1740	Adcy8 (-350121)
peak_1741	Efr3a (-381020)
peak_1742	Ndrg1 (-37080)
peak_1743	St3gal1 (-158642)
peak_1744	Zfat (+423585)
peak_1745	Zfat (+226373)
peak_1746	Zfat (-109210)
peak_1747	Khdrbs3 (-294863)
peak_1748	Khdrbs3 (-42816)
peak_1749	NONE
peak_1750	Fam135b (+870371)
peak_1751	Slc45a4 (+38039)
peak_1752	Gpr20 (+11725)
peak_1753	Cyp11b2 (-6361)
peak_1754	Mafa (-7296)
peak_1755	Cpsf1 (+12363)
peak_1756	Mb (+9197)
peak_1757	Rbfox2 (-7340)
peak_1758	1700025B11Rik (+12604)
peak_1759	Myh9 (-20869)
peak_1760	Cyth4 (+14006)
peak_1761	Triobp (+9753)
peak_1762	Sox10 (-27905)
peak_1763	Kcnj4 (+11448)
peak_1764	Pdgfb (+33428)
peak_1765	Ep300 (-30492)
peak_1766	Mei1 (+18952)
peak_1767	Shisa8 (+13371)
peak_1768	Cyp2d10 (-10299)
peak_1769	Tcf20 (-30364)
peak_1770	A4galt (-33156)
peak_1771	Arfgap3 (+12245)
peak_1772	Ttll1 (+20637)
peak_1773	Efcab6 (+86504)
peak_1774	Pnpla5 (-8044)
peak_1775	Arhgap8 (-17029)
peak_1776	Arhgap8 (+65744)
peak_1777	Smc1b (+46556)
peak_1778	Ppara (-56262)
peak_1779	Trmu (+21702)
peak_1780	Ttll8 (+39807)
peak_1781	Alg10b (-31396)
peak_1782	CN725425 (+85424)
peak_1783	Gxylt1 (+141427)
peak_1784	Gxylt1 (+105373)
peak_1785	Irak4 (+17812)
peak_1786	Irak4 (+22610)
peak_1787	Tmem117 (+19815)
peak_1788	Dbx2 (+15934)
peak_1789	Scaf11 (-87644)
peak_1790	Slc38a1 (+65044)
peak_1791	Gm8888 (-26282)
peak_1792	Slc38a4 (+52878)
peak_1793	Amigo2 (-98632)
peak_1794	Amigo2 (-114727)
peak_1795	Slc48a1 (+18505)
peak_1796	Vdr (+31644)
peak_1797	Prkag1 (-8647)
peak_1798	Fam186b (+10455)
peak_1799	Galnt6 (-6523)
peak_1800	Slc4a8 (+39116)
peak_1801	Scn8a (-25174)
peak_1802	Fignl2 (+61848)
peak_1803	Tns2 (+12599)
peak_1804	Calcoco1 (-14410)
peak_1805	Glycam1 (-90465)
peak_1806	Dnase1 (-14216)
peak_1807	Ubn1 (+38560)
peak_1808	Sec14l5 (+18584)
peak_1809	Rbfox1 (+79705)
peak_1810	Pmm2 (-14101)
peak_1811	1810013L24Rik (+186126)
peak_1812	Snn (-14529)
peak_1813	Zc3h7a (-10175)
peak_1814	Ercc4 (-513244)
peak_1815	Ercc4 (-178241)
peak_1816	Ercc4 (-48305)
peak_1817	Ercc4 (-33000)
peak_1818	Ercc4 (+72815)
peak_1819	Efcab1 (-91018)
peak_1820	Ube2v2 (+279283)
peak_1821	Ube2v2 (+152341)
peak_1822	Dnm1l (-40064)
peak_1823	Ypel1 (-17659)
peak_1824	Tmem191c (-16917)
peak_1825	Snap29 (+17312)
peak_1826	Gp1bb (+9489)
peak_1827	Klhl6 (-42004)
peak_1828	Cyp2ab1 (+6160)
peak_1829	Abcc5 (+36154)
peak_1830	Thpo (-187403)
peak_1831	2510009E07Rik (+97065)
peak_1832	2510009E07Rik (+50435)
peak_1833	Map3k13 (-45602)
peak_1834	Map3k13 (+16623)
peak_1835	Tmem41a (+25601)
peak_1836	Senp2 (+51614)
peak_1837	Adipoq (+18336)
peak_1838	Adipoq (+33067)
peak_1839	Lpp (+41520)
peak_1840	Tprg (-95784)
peak_1841	Trp63 (-118066)
peak_1842	P3h2 (-22665)
peak_1843	Gmnc (+123460)
peak_1844	Ccdc50 (+346928)
peak_1845	Mb21d2 (+9332)
peak_1846	Tmem44 (+50258)
peak_1847	Tmem44 (+10128)
peak_1848	Fam43a (+113071)
peak_1849	Fam43a (+188941)
peak_1850	Xxylt1 (+109483)
peak_1851	Xxylt1 (-7567)
peak_1852	Ncbp2 (+21916)
peak_1853	Gm933 (-18961)
peak_1854	Iqcg (+21336)
peak_1855	Zfp148 (+31500)
peak_1856	Itgb5 (+30940)
peak_1857	Itgb5 (+42885)
peak_1858	Umps (-47368)
peak_1859	Kalrn (+251004)
peak_1860	Mylk (+22458)
peak_1861	Sema5b (+72344)
peak_1862	Sema5b (+109570)
peak_1863	Dirc2 (+87360)
peak_1864	Stfa3 (-18629)
peak_1865	Casr (+6822)
peak_1866	Fbxo40 (+20234)
peak_1867	Nr1i2 (+51920)
peak_1868	Nr1i2 (+40940)
peak_1869	Pla1a (+33030)
peak_1870	Tmem39a (+41035)
peak_1871	Arhgap31 (+33296)
peak_1872	4930435E12Rik (-15869)
peak_1873	Igsf11 (+154889)
peak_1874	Igsf11 (+916859)
peak_1875	Lsamp (-866057)
peak_1876	Lsamp (-472223)
peak_1877	Lsamp (+328056)
peak_1878	Zbtb20 (+48125)
peak_1879	Zbtb20 (+77951)
peak_1880	Zbtb20 (+235535)
peak_1881	Slc9c1 (-16461)
peak_1882	Slc9c1 (+36014)
peak_1883	Gm7275 (-768646)
peak_1884	Gm7275 (-697724)
peak_1885	Gm7275 (-160195)
peak_1886	Gm7275 (-92111)
peak_1887	Gm7275 (-51710)
peak_1888	Morc1 (+116324)
peak_1889	Retnla (+13200)
peak_1890	Retnlg (+6003)
peak_1891	Dzip3 (+31277)
peak_1892	Ccdc54 (+71414)
peak_1893	Ccdc54 (-77515)
peak_1894	Cblb (-302067)
peak_1895	Alcam (+173075)
peak_1896	NONE
peak_1897	Zpld1 (+865377)
peak_1898	Zpld1 (+832962)
peak_1899	Zpld1 (+177006)
peak_1900	Nfkbiz (-10311)
peak_1901	Rpl24 (-6726)
peak_1902	Tmem45a (-54757)
peak_1903	Tmem30c (+12358)
peak_1904	Col8a1 (-250570)
peak_1905	Dcbld2 (-168801)
peak_1906	Olfr177 (+12363)
peak_1907	Olfr183 (-17925)
peak_1908	Olfr196 (-7954)
peak_1909	Riox2 (-14145)
peak_1910	Arl6 (-65541)
peak_1911	Arl6 (-145051)
peak_1912	Arl6 (-252869)
peak_1913	Arl6 (-261055)
peak_1914	Epha6 (-125530)
peak_1915	Epha6 (-764957)
peak_1916	Nsun3 (+933587)
peak_1917	Epha3 (+424728)
peak_1918	Epha3 (+136062)
peak_1919	Epha3 (-104507)
peak_1920	Epha3 (-139013)
peak_1921	Csnka2ip (+176686)
peak_1922	Csnka2ip (+28966)
peak_1923	Csnka2ip (-93591)
peak_1924	Htr1f (+105360)
peak_1925	Htr1f (+58142)
peak_1926	Htr1f (+43576)
peak_1927	Vgll3 (-63889)
peak_1928	Vgll3 (+496546)
peak_1929	Vgll3 (+709131)
peak_1930	Cadm2 (+866295)
peak_1931	Cadm2 (+229663)
peak_1932	Cadm2 (-313503)
peak_1933	Cadm2 (-926970)
peak_1934	Speer2 (+965222)
peak_1935	Speer2 (+947687)
peak_1936	Speer2 (+655075)
peak_1937	Speer2 (+567596)
peak_1938	Speer2 (+449045)
peak_1939	Speer2 (+157700)
peak_1940	Speer2 (-29464)
peak_1941	Gbe1 (+669349)
peak_1942	Gbe1 (+840047)
peak_1943	Robo1 (-66732)
peak_1944	Robo1 (-39458)
peak_1945	Robo1 (+360897)
peak_1946	Robo1 (+691365)
peak_1947	Robo2 (+673828)
peak_1948	Robo2 (+205148)
peak_1949	Hspa13 (+39122)
peak_1950	Hspa13 (+29814)
peak_1951	Hspa13 (-32276)
peak_1952	Samsn1 (-88156)
peak_1953	Nrip1 (+80419)
peak_1954	Usp25 (+14749)
peak_1955	Usp25 (+39494)
peak_1956	Usp25 (+141061)
peak_1957	Usp25 (+179594)
peak_1958	Gm11146 (-213057)
peak_1959	Gm11146 (-316191)
peak_1960	D16Ertd472e (+27554)
peak_1961	Tmprss15 (-570248)
peak_1962	Tmprss15 (-644083)
peak_1963	Ncam2 (+546958)
peak_1964	NONE
peak_1965	NONE
peak_1966	NONE
peak_1967	NONE
peak_1968	NONE
peak_1969	NONE
peak_1970	Atp5j (-107878)
peak_1971	App (-67194)
peak_1972	N6amt1 (-628841)
peak_1973	N6amt1 (-242196)
peak_1974	N6amt1 (-204856)
peak_1975	N6amt1 (-160944)
peak_1976	Map3k7cl (+57787)
peak_1977	Map3k7cl (+63773)
peak_1978	Bach1 (+30838)
peak_1979	Bach1 (+39828)
peak_1980	Grik1 (+186053)
peak_1981	Cldn17 (-20330)
peak_1982	Tiam1 (+185131)
peak_1983	Tiam1 (+70365)
peak_1984	Mis18a (+102977)
peak_1985	1110004E09Rik (+30812)
peak_1986	Olig1 (-21295)
peak_1987	Olig1 (+19859)
peak_1988	Olig1 (+41216)
peak_1989	Dnajc28 (+7116)
peak_1990	Itsn1 (+98495)
peak_1991	Itsn1 (+101159)
peak_1992	Atp5o (+40751)
peak_1993	Atp5o (+24306)
peak_1994	Rcan1 (+42448)
peak_1995	Rcan1 (+11932)
peak_1996	Clic6 (+147234)
peak_1997	Setd4 (+165310)
peak_1998	Dopey2 (+42674)
peak_1999	Morc3 (-26556)
peak_2000	Hlcs (+67908)
peak_2001	Hlcs (+59091)
peak_2002	Dyrk1a (+212821)
peak_2003	Kcnj6 (-19646)
peak_2004	Kcnj6 (-91265)
peak_2005	Erg (-70872)
peak_2006	Ets2 (+121400)
peak_2007	Psmg1 (+84739)
peak_2008	Psmg1 (+72419)
peak_2009	Hmgn1 (-8390)
peak_2010	Dscam (+190464)
peak_2011	Tiam2 (+87965)
peak_2012	Arid1b (-646828)
peak_2013	Arid1b (-49169)
peak_2014	Arid1b (+26662)
peak_2015	Arid1b (+102557)
peak_2016	Arid1b (+170594)
peak_2017	Ldhal6b (+141201)
peak_2018	Ldhal6b (+30408)
peak_2019	Snx9 (+12758)
peak_2020	Synj2 (-29767)
peak_2021	Tulp4 (-16319)
peak_2022	Rps6ka2 (-31665)
peak_2023	Gm9992 (-81693)
peak_2024	Fndc1 (+32307)
peak_2025	Tagap (-56909)
peak_2026	Tagap (-51515)
peak_2027	Prr18 (+44069)
peak_2028	T (-25437)
peak_2029	Qk (-130979)
peak_2030	Park2 (+134320)
peak_2031	Park2 (+458618)
peak_2032	Agpat4 (-618709)
peak_2033	Afdn (-193231)
peak_2034	Gm7356 (-12047)
peak_2035	Gm7356 (-93187)
peak_2036	Thbs2 (+107198)
peak_2037	Thbs2 (-112269)
peak_2038	Dll1 (+7463)
peak_2039	Pdcd2 (-17264)
peak_2040	Rgmb (-304580)
peak_2041	Rgmb (-568399)
peak_2042	Rgmb (-584413)
peak_2043	Zfp960 (-394383)
peak_2044	Zfp960 (-387241)
peak_2045	Zfp960 (-206184)
peak_2046	Zfp97 (+93573)
peak_2047	Lix1 (+104033)
peak_2048	Vmn2r90 (-17145)
peak_2049	Vmn2r92 (-21192)
peak_2050	Vmn2r96 (-51712)
peak_2051	Vmn2r96 (+26302)
peak_2052	Vmn2r97 (-113717)
peak_2053	Vmn2r97 (-72565)
peak_2054	Vmn2r97 (-11729)
peak_2055	Vmn2r98 (+50151)
peak_2056	Fpr-rs3 (-14469)
peak_2057	Vmn1r226 (+31666)
peak_2058	Zfp820 (+29665)
peak_2059	Zfp995 (-9015)
peak_2060	Gm9772 (-50416)
peak_2061	Zfp946 (+45087)
peak_2062	Gm9805 (-41008)
peak_2063	Vmn2r113 (+33209)
peak_2064	Zfp40 (-52232)
peak_2065	Vmn2r114 (+51851)
peak_2066	Flywch1 (+7800)
peak_2067	Flywch2 (+6347)
peak_2068	Ccnf (-14148)
peak_2069	Tsc2 (+11762)
peak_2070	Tpsg1 (+12429)
peak_2071	Cacna1h (+28024)
peak_2072	Sstr5 (-21214)
peak_2073	Gng13 (-54578)
peak_2074	Wdr90 (+5963)
peak_2075	Gm8225 (-363)
peak_2076	Zbtb9 (-10583)
peak_2077	Ggnbp1 (+21998)
peak_2078	Grm4 (+127624)
peak_2079	Grm4 (+78119)
peak_2080	Taf11 (+22579)
peak_2081	Tcp11 (+11622)
peak_2082	Scube3 (+13360)
peak_2083	Def6 (-6620)
peak_2084	Brpf3 (+14213)
peak_2085	Pi16 (-10774)
peak_2086	Fgd2 (+28256)
peak_2087	Pim1 (-17306)
peak_2088	Rnf8 (-14784)
peak_2089	Rnf8 (-9691)
peak_2090	Mdga1 (-25476)
peak_2091	Zfand3 (-23430)
peak_2092	Zfand3 (+201815)
peak_2093	Btbd9 (+92497)
peak_2094	Abcg1 (-21097)
peak_2095	Pknox1 (-2373)
peak_2096	Cbs (+15812)
peak_2097	Cryaa (+68942)
peak_2098	Zfp955b (+15808)
peak_2099	Actl9 (-18686)
peak_2100	Pram1 (+12291)
peak_2101	Kifc1 (+16145)
peak_2102	Tnxb (+15180)
peak_2103	C4b (+26693)
peak_2104	Abhd16a (+8113)
peak_2105	Gm9573 (+9606)
peak_2106	H2-M10.4 (-25770)
peak_2107	Rnf39 (-19432)
peak_2108	Olfr93 (-3229)
peak_2109	Olfr124 (+11223)
peak_2110	Esp24 (-147402)
peak_2111	Esp15 (+127910)
peak_2112	Esp38 (-63785)
peak_2113	Esp38 (+39110)
peak_2114	Pgk2 (+92086)
peak_2115	Pgk2 (+81437)
peak_2116	Pgk2 (-9678)
peak_2117	Crisp1 (-52621)
peak_2118	Esp8 (-55681)
peak_2119	Cenpq (-30373)
peak_2120	Ptchd4 (-622873)
peak_2121	Ptchd4 (-401396)
peak_2122	Ptchd4 (-308674)
peak_2123	Ptchd4 (-243397)
peak_2124	Cd2ap (-14828)
peak_2125	Rcan2 (+23048)
peak_2126	Enpp5 (-134056)
peak_2127	Enpp4 (-8868)
peak_2128	Runx2 (-212238)
peak_2129	Mrpl14 (+22453)
peak_2130	Vegfa (+92392)
peak_2131	Gnmt (+8756)
peak_2132	Bicral (+7200)
peak_2133	Ccnd3 (+26672)
peak_2134	Ccnd3 (+41241)
peak_2135	Trem1 (-10454)
peak_2136	Lrfn2 (+97365)
peak_2137	Tbc1d5 (-167072)
peak_2138	Satb1 (-263329)
peak_2139	Kcnh8 (-59829)
peak_2140	Kcnh8 (+430091)
peak_2141	Efhb (+355359)
peak_2142	Efhb (+346072)
peak_2143	Efhb (+280089)
peak_2144	Sgo1 (-57196)
peak_2145	Sult1c1 (-59391)
peak_2146	St6gal2 (-271507)
peak_2147	St6gal2 (-67773)
peak_2148	Vmn2r118 (+66073)
peak_2149	Vmn2r118 (+30491)
peak_2150	Zfp119a (+38298)
peak_2151	Ndufa11 (+15766)
peak_2152	Acer1 (+17612)
peak_2153	Khsrp (+9122)
peak_2154	Cntnap5c (-110461)
peak_2155	Cntnap5c (-70568)
peak_2156	Cntnap5c (+204455)
peak_2157	Cntnap5c (+401518)
peak_2158	Cntnap5c (+555219)
peak_2159	Nudt12 (-554633)
peak_2160	NONE
peak_2161	NONE
peak_2162	NONE
peak_2163	Efna5 (+933280)
peak_2164	Efna5 (+488215)
peak_2165	Fbxl17 (+252776)
peak_2166	Fbxl17 (-111497)
peak_2167	Fbxl17 (-172153)
peak_2168	Pja2 (-92268)
peak_2169	4930583I09Rik (-256922)
peak_2170	Tmem232 (+209605)
peak_2171	Tmem232 (-17859)
peak_2172	Rab31 (+26065)
peak_2173	Ralbp1 (+10744)
peak_2174	Twsg1 (-56887)
peak_2175	Lama1 (+18570)
peak_2176	Epb41l3 (-36025)
peak_2177	Epb41l3 (+40636)
peak_2178	Epb41l3 (+90822)
peak_2179	Epb41l3 (+109336)
peak_2180	Akain1 (+269366)
peak_2181	Akain1 (+463274)
peak_2182	Dlgap1 (-274745)
peak_2183	Dlgap1 (-100961)
peak_2184	Gm16519 (+27865)
peak_2185	Myl12b (+19314)
peak_2186	BC027072 (+35325)
peak_2187	Alk (-31604)
peak_2188	Srd5a2 (-62302)
peak_2189	Memo1 (+22118)
peak_2190	Rasgrp3 (-36666)
peak_2191	NONE
peak_2192	Crim1 (-967833)
peak_2193	Crim1 (-371017)
peak_2194	Crim1 (-124554)
peak_2195	Crim1 (+32413)
peak_2196	Crim1 (+79978)
peak_2197	Fez2 (+30655)
peak_2198	Vit (+83680)
peak_2199	Qpct (+19951)
peak_2200	Atl2 (-38516)
peak_2201	Morn2 (-9187)
peak_2202	Tmem178 (+56591)
peak_2203	Thumpd2 (-180314)
peak_2204	Slc8a1 (-66741)
peak_2205	Gm6594 (-369470)
peak_2206	Pkdcc (+16193)
peak_2207	Eml4 (-66027)
peak_2208	Eml4 (+51472)
peak_2209	Haao (-90360)
peak_2210	Zfp36l2 (+46925)
peak_2211	Zfp36l2 (-81550)
peak_2212	Camkmt (+45659)
peak_2213	Srbd1 (+212667)
peak_2214	Rhoq (+23787)
peak_2215	Cript (+37691)
peak_2216	Stpg4 (+8621)
peak_2217	Calm2 (-12860)
peak_2218	Fbxo11 (-14944)
peak_2219	Ston1 (-38440)
peak_2220	Ston1 (-22578)
peak_2221	Fshr (+46663)
peak_2222	Fshr (-239897)
peak_2223	Gm10184 (+94172)
peak_2224	Gm6741 (+410588)
peak_2225	Gm6741 (+528420)
peak_2226	Adcyap1 (-497374)
peak_2227	Adcyap1 (+90083)
peak_2228	Mettl4 (+213368)
peak_2229	Bambi (+34654)
peak_2230	Mtpap (+28300)
peak_2231	Svil (-39885)
peak_2232	Zfp438 (-68014)
peak_2233	Zfp438 (-94270)
peak_2234	Epc1 (+9021)
peak_2235	Wac (+347024)
peak_2236	Fzd8 (-518817)
peak_2237	Fzd8 (-10564)
peak_2238	Esco1 (+68364)
peak_2239	Mib1 (+123520)
peak_2240	Cabyr (-9663)
peak_2241	Zfp521 (+390416)
peak_2242	Aqp4 (-85746)
peak_2243	Gm10036 (+456318)
peak_2244	Cdh2 (-152503)
peak_2245	Cdh2 (-825699)
peak_2246	NONE
peak_2247	Dsc3 (+447664)
peak_2248	Dsc3 (+140001)
peak_2249	B4galt6 (-66277)
peak_2250	Mep1b (-10264)
peak_2251	Garem1 (-116645)
peak_2252	Ccdc178 (-76735)
peak_2253	Asxl3 (+295865)
peak_2254	Mapre2 (-8706)
peak_2255	Zfp397 (-37211)
peak_2256	Zfp397 (-9458)
peak_2257	2700062C07Rik (-60435)
peak_2258	2700062C07Rik (-27207)
peak_2259	Celf4 (+215517)
peak_2260	Celf4 (-942712)
peak_2261	NONE
peak_2262	NONE
peak_2263	NONE
peak_2264	NONE
peak_2265	NONE
peak_2266	Pik3c3 (+520716)
peak_2267	Rit2 (+36174)
peak_2268	B930094E09Rik (-40524)
peak_2269	Map3k2 (-9759)
peak_2270	Bin1 (+37111)
peak_2271	Gm35060 (+27140)
peak_2272	Camk4 (+105191)
peak_2273	Nrep (+79060)
peak_2274	Nrep (+68671)
peak_2275	Gm10549 (+170992)
peak_2276	Hspa9 (-80061)
peak_2277	Cystm1 (+43761)
peak_2278	Pcdhac2 (+34958)
peak_2279	Arap3 (-70696)
peak_2280	Pcdh12 (+15350)
peak_2281	Spry4 (+78682)
peak_2282	Arhgap26 (+75075)
peak_2283	Yipf5 (+54997)
peak_2284	Kctd16 (+357631)
peak_2285	Prelid2 (+486125)
peak_2286	Prelid2 (+441186)
peak_2287	Prelid2 (+76169)
peak_2288	Npy6r (+19980)
peak_2289	Kcnn2 (-61488)
peak_2290	Kcnn2 (+122549)
peak_2291	Ccdc112 (-44321)
peak_2292	Cdo1 (+35223)
peak_2293	Sema6a (+38113)
peak_2294	Sema6a (-168810)
peak_2295	Tnfaip8 (+29609)
peak_2296	Hsd17b4 (-6531)
peak_2297	Pudp (-214161)
peak_2298	Prr16 (-116029)
peak_2299	Srfbp1 (-17664)
peak_2300	Lox (-13112)
peak_2301	Snx2 (-155553)
peak_2302	Gramd3 (-73954)
peak_2303	Aldh7a1 (+63480)
peak_2304	Tex43 (+38038)
peak_2305	Slc12a2 (-86187)
peak_2306	Adamts19 (+86152)
peak_2307	Chsy3 (-60021)
peak_2308	Ndst1 (+43194)
peak_2309	Ndst1 (+435)
peak_2310	Camk2a (+43878)
peak_2311	Arhgef37 (-8479)
peak_2312	Spink13 (+19187)
peak_2313	Piezo2 (-62458)
peak_2314	Piezo2 (-87943)
peak_2315	Nars (-39801)
peak_2316	Nedd4l (-12055)
peak_2317	Nedd4l (+196176)
peak_2318	Sec11c (-50510)
peak_2319	Pmaip1 (-43464)
peak_2320	Pmaip1 (+84031)
peak_2321	Mc4r (-79971)
peak_2322	Cidea (-12302)
peak_2323	Cidea (+20995)
peak_2324	Tubb6 (+11046)
peak_2325	Tubb6 (+19274)
peak_2326	Gm17669 (+349)
peak_2327	Fam210a (+105037)
peak_2328	Mc5r (-8446)
peak_2329	4930546C10Rik (-175628)
peak_2330	Tcf4 (+35945)
peak_2331	Tcf4 (+231922)
peak_2332	Ccdc68 (-247435)
peak_2333	Dcc (-155420)
peak_2334	Dcc (-225905)
peak_2335	Mex3c (-223252)
peak_2336	Smad4 (+16122)
peak_2337	Mapk4 (+101250)
peak_2338	Mbd1 (-15396)
peak_2339	Cfap53 (+11976)
peak_2340	Myo5b (-14994)
peak_2341	Acaa2 (-136297)
peak_2342	Acaa2 (+35721)
peak_2343	Smad7 (+143797)
peak_2344	Smad7 (+152433)
peak_2345	Ctif (+133952)
peak_2346	Ctif (+103113)
peak_2347	Skor2 (-178307)
peak_2348	Skor2 (-69845)
peak_2349	Pstpip2 (+27461)
peak_2350	Gm6133 (+345928)
peak_2351	Setbp1 (-397762)
peak_2352	Ctdp1 (-97707)
peak_2353	Nfatc1 (+104184)
peak_2354	Atp9b (+47363)
peak_2355	Sall3 (-219287)
peak_2356	Galr1 (+279117)
peak_2357	Zfp516 (+90635)
peak_2358	Zadh2 (+87428)
peak_2359	Fam69c (+9978)
peak_2360	Timm21 (-50399)
peak_2361	Timm21 (-373839)
peak_2362	Neto1 (-568126)
peak_2363	Neto1 (-497215)
peak_2364	Neto1 (-186960)
peak_2365	Socs6 (+24125)
peak_2366	Rttn (-25683)
peak_2367	Cd226 (+172939)
peak_2368	Dok6 (-148213)
peak_2369	Tmx3 (-239255)
peak_2370	Tmx3 (-136210)
peak_2371	Tmx3 (-97732)
peak_2372	Tmx3 (-79358)
peak_2373	Gm45871 (-21012)
peak_2374	Mrpl21 (-123189)
peak_2375	Grk2 (+11364)
peak_2376	Cdc42ep2 (-12919)
peak_2377	Capn1 (-14776)
peak_2378	Slc22a19 (+42770)
peak_2379	Slc22a19 (+30551)
peak_2380	Slc22a8 (-62698)
peak_2381	Slc22a8 (-41586)
peak_2382	Asrgl1 (-23964)
peak_2383	Dagla (+9478)
peak_2384	Cd6 (+31460)
peak_2385	Olfr1419 (-3476)
peak_2386	Osbp (+26510)
peak_2387	Olfr1458 (-13093)
peak_2388	Olfr1505 (+315284)
peak_2389	Tle4 (-44579)
peak_2390	Tle4 (-359490)
peak_2391	Tle4 (-435994)
peak_2392	Psat1 (+616401)
peak_2393	Psat1 (+584046)
peak_2394	Gnaq (+134475)
peak_2395	Pcsk5 (-104397)
peak_2396	Ostf1 (+186099)
peak_2397	Rorb (-240361)
peak_2398	Aldh1a1 (-28292)
peak_2399	Aldh1a7 (-27992)
peak_2400	Abhd17b (+60481)
peak_2401	Tmem2 (+151676)
peak_2402	Mamdc2 (-59400)
peak_2403	Fam189a2 (-80580)
peak_2404	Tjp2 (+93925)
peak_2405	Tjp2 (+40984)
peak_2406	Fam122a (-25202)
peak_2407	Foxd4 (+11431)
peak_2408	Kank1 (-49336)
peak_2409	Kank1 (+70811)
peak_2410	Dmrt2 (+198040)
peak_2411	Smarca2 (+35506)
peak_2412	Pum3 (+27459)
peak_2413	Rfx3 (-182915)
peak_2414	Slc1a1 (-71044)
peak_2415	Slc1a1 (-28583)
peak_2416	Plgrkt (+6098)
peak_2417	Mlana (-23862)
peak_2418	Trpd52l3 (-6850)
peak_2419	Uhrf2 (-12776)
peak_2420	Dkk1 (-55670)
peak_2421	Dkk1 (-111252)
peak_2422	A1cf (+68007)
peak_2423	Pten (-7664)
peak_2424	Rnls (+106499)
peak_2425	Lipo2 (+38929)
peak_2426	Lipk (+17251)
peak_2427	Kif20b (+311997)
peak_2428	Btaf1 (+99409)
peak_2429	Cyp2c66 (+43490)
peak_2430	Cyp2c39 (+13025)
peak_2431	Aldh18a1 (+26614)
peak_2432	Ccnj (+10969)
peak_2433	AI606181 (+7489)
peak_2434	Golga7b (+70437)
peak_2435	Loxl4 (+8752)
