# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Human Phenotype	HP:0001421	Abnormality of the musculature of the hand	481	1.191512e-1	1.000000e+0	1.000000e+0	1.645786e+0	4.860898e+0	8	9.629355e-4	1.584786e-3	985	1.276721e-1	1.000000e+0	8.514498e-1	1.701662e+0	3.525964e+0	6	22	1.749781e-3	2.727273e-1	peak_1410,peak_1429,peak_1430,peak_1431,peak_1528,peak_2771,peak_3992,peak_4311	Fgf10,Fgfr2,Hoxa13,Nefl,Ngly1,Sall4
Human Phenotype	HP:0040049	Macular edema	482	1.197055e-1	1.000000e+0	1.000000e+0	2.507591e+0	1.196368e+0	3	2.369983e-4	5.942948e-4	3164	6.407141e-1	1.000000e+0	1.000000e+0	9.599121e-1	2.083524e+0	2	13	5.832604e-4	1.538462e-1	peak_4335,peak_4710,peak_4711	Arhgef18,Nr2e3
Human Phenotype	HP:0045044	Decreased serum complement C4b	483	1.199476e-1	1.000000e+0	1.000000e+0	7.826431e+0	1.277722e-1	1	2.531144e-5	1.980983e-4	1068	1.602711e-1	1.000000e+0	9.857873e-1	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_2103	C4b
Human Phenotype	HP:0006955	Olivopontocerebellar hypoplasia	484	1.205229e-1	1.000000e+0	1.000000e+0	7.786576e+0	1.284262e-1	1	2.544100e-5	1.980983e-4	1810	2.948617e-1	1.000000e+0	1.000000e+0	3.119714e+0	3.205422e-1	1	2	2.916302e-4	5.000000e-1	peak_1810	Pmm2
Human Phenotype	HP:0001942	Metabolic acidosis	485	1.205532e-1	1.000000e+0	1.000000e+0	1.393039e+0	1.148568e+1	16	2.275293e-3	3.169572e-3	3324	6.987671e-1	1.000000e+0	1.000000e+0	8.913469e-1	1.009708e+1	9	63	2.624672e-3	1.428571e-1	peak_1265,peak_1266,peak_1267,peak_1372,peak_1691,peak_192,peak_2000,peak_2001,peak_293,peak_4490,peak_4491,peak_4492,peak_4496,peak_4775,peak_4776,peak_4777	Auh,Cul3,Dpys,Hlcs,Lct,Mccc2,Mmaa,Nr3c2,Pccb
Human Phenotype	HP:0006938	Impaired vibration sensation at ankles	486	1.205565e-1	1.000000e+0	1.000000e+0	7.784265e+0	1.284643e-1	1	2.544855e-5	1.980983e-4	1810	2.948617e-1	1.000000e+0	1.000000e+0	3.119714e+0	3.205422e-1	1	2	2.916302e-4	5.000000e-1	peak_860	Cacna1g
Human Phenotype	HP:0000580	Pigmentary retinopathy	487	1.205944e-1	1.000000e+0	1.000000e+0	1.214597e+0	3.457938e+1	42	6.850116e-3	8.320127e-3	2945	5.490518e-1	1.000000e+0	1.000000e+0	9.926363e-1	2.820771e+1	28	176	8.165646e-3	1.590909e-1	peak_1101,peak_1238,peak_1333,peak_1334,peak_1385,peak_1810,peak_1910,peak_1911,peak_1912,peak_1913,peak_214,peak_2438,peak_2801,peak_2865,peak_2866,peak_2920,peak_3096,peak_3097,peak_3501,peak_3583,peak_3599,peak_3801,peak_4104,peak_4267,peak_4518,peak_4643,peak_4710,peak_4711,peak_5008,peak_5009,peak_5010,peak_5047,peak_5048,peak_557,peak_558,peak_559,peak_560,peak_609,peak_737,peak_926,peak_940,peak_941	Adgrv1,Apob,Arl6,Atxn2,Bbs9,Cc2d2a,Clrn1,Cngb1,Cox15,Cwc27,Fam161a,Fscn2,Hccs,Mak,Myo7a,Ndufa10,Ndufa12,Nphp4,Nr2e3,Pcdh15,Pex2,Pex5,Pmm2,Prps1,Rpe65,Slc7a14,Ttc8,Wfs1
Human Phenotype	HP:0008148	Impaired epinephrine-induced platelet aggregation	488	1.210242e-1	1.000000e+0	1.000000e+0	7.752163e+0	1.289963e-1	1	2.555393e-5	1.980983e-4	1068	1.602711e-1	1.000000e+0	9.857873e-1	6.239428e+0	1.602711e-1	1	1	2.916302e-4	1.000000e+0	peak_1447	Plau
Human Phenotype	HP:0006501	Aplasia/Hypoplasia of the radius	489	1.210937e-1	1.000000e+0	1.000000e+0	1.391996e+0	1.149428e+1	16	2.276998e-3	3.169572e-3	264	1.290442e-2	1.000000e+0	3.210952e-1	1.970346e+0	6.090301e+0	12	38	3.499563e-3	3.157895e-1	peak_1290,peak_1410,peak_2423,peak_2635,peak_2659,peak_2771,peak_3115,peak_3534,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_4311,peak_4887,peak_5037	Chd7,Fancb,Fancc,Fgf10,Fgfr2,Hoxd13,Lrp4,Pten,Sall4,Sema3e,Tbx3,Zic3
Human Phenotype	HP:0001204	Distal symphalangism of hands	490	1.217296e-1	1.000000e+0	1.000000e+0	2.128552e+0	1.879212e+0	4	3.722685e-4	7.923930e-4	2355	4.078855e-1	1.000000e+0	1.000000e+0	2.079809e+0	4.808133e-1	1	3	2.916302e-4	3.333333e-1	peak_52,peak_53,peak_54,peak_55	Tfap2b
Human Phenotype	HP:0002789	Tachypnea	491	1.218668e-1	1.000000e+0	1.000000e+0	1.796625e+0	3.339595e+0	6	6.615679e-4	1.188590e-3	3129	6.071849e-1	1.000000e+0	1.000000e+0	9.851729e-1	3.045151e+0	3	19	8.748906e-4	1.578947e-1	peak_1865,peak_2000,peak_2001,peak_4775,peak_4776,peak_4777	Casr,Hlcs,Pccb
Human Phenotype	HP:0000218	High palate	492	1.218698e-1	1.000000e+0	1.000000e+0	1.153189e+0	6.416990e+1	74	1.271195e-2	1.465927e-2	146	3.822031e-3	1.000000e+0	1.719652e-1	1.414607e+0	3.958696e+1	56	247	1.633129e-2	2.267206e-1	peak_1022,peak_1080,peak_1111,peak_1112,peak_143,peak_1462,peak_1528,peak_1665,peak_1677,peak_1765,peak_2003,peak_2004,peak_2012,peak_2013,peak_2014,peak_2015,peak_2016,peak_2096,peak_2128,peak_2270,peak_2276,peak_2296,peak_2300,peak_2313,peak_2314,peak_2351,peak_2392,peak_2393,peak_2423,peak_247,peak_2737,peak_2843,peak_2844,peak_2845,peak_2846,peak_2847,peak_2880,peak_3179,peak_3180,peak_3181,peak_3251,peak_3446,peak_3535,peak_3536,peak_3581,peak_36,peak_37,peak_3816,peak_399,peak_400,peak_403,peak_4104,peak_411,peak_4137,peak_4311,peak_435,peak_4429,peak_4538,peak_4681,peak_4723,peak_4744,peak_4745,peak_4746,peak_4747,peak_4842,peak_489,peak_4948,peak_4953,peak_4962,peak_4964,peak_5023,peak_5033,peak_67,peak_948	Amer1,Arid1b,Arx,Atp6v0a2,Bin1,Cbs,Cfl2,Col12a1,Csnk2a1,Dlg3,Dok7,Ep300,Eya1,Fat4,Fgfr2,Gsc,Hpgd,Hsd17b4,Hspa9,Kcnh1,Kcnj6,Kdm5c,Kdm6a,Kmt2a,Kras,Lmbrd1,Lox,Ltbp2,Map3k7,Musk,Mycn,Nefl,Pclo,Pex3,Pex5,Piezo2,Pign,Prmt7,Psat1,Pten,Ptpn14,Rab3gap2,Rps6ka3,Runx2,Satb2,Selenon,Setbp1,Slc17a5,Smad3,Tbl1xr1,Tgfb2,Trio,Vps13b,Wnt5a,Zbtb24,Zdhhc15
Human Phenotype	HP:0008046	Abnormality of the retinal vasculature	493	1.220892e-1	1.000000e+0	1.000000e+0	1.407255e+0	1.065905e+1	15	2.111539e-3	2.971474e-3	3407	7.133809e-1	1.000000e+0	1.000000e+0	8.757092e-1	9.135452e+0	8	57	2.333042e-3	1.403509e-1	peak_1101,peak_2453,peak_2454,peak_2920,peak_3096,peak_3097,peak_3467,peak_3665,peak_3666,peak_3667,peak_3668,peak_4408,peak_4409,peak_4410,peak_926	Clcnkb,Clrn1,Frg1,Fscn2,Igfbp7,Rpe65,Stn1,Ttc8
Human Phenotype	HP:0010583	Ivory epiphyses	494	1.221922e-1	1.000000e+0	1.000000e+0	1.795200e+0	3.342245e+0	6	6.620929e-4	1.188590e-3	1665	2.478554e-1	1.000000e+0	9.778751e-1	2.079809e+0	9.616265e-1	2	6	5.832604e-4	3.333333e-1	peak_1713,peak_1714,peak_1715,peak_1716,peak_1717,peak_570	Pcnt,Trps1
Human Phenotype	HP:0001302	Pachygyria	495	1.223021e-1	1.000000e+0	1.000000e+0	1.406828e+0	1.066228e+1	15	2.112180e-3	2.971474e-3	738	8.324514e-2	1.000000e+0	7.409720e-1	1.559857e+0	7.051928e+0	11	44	3.207932e-3	2.500000e-1	peak_1008,peak_1009,peak_1010,peak_1011,peak_1133,peak_1134,peak_1221,peak_1390,peak_1825,peak_1871,peak_2737,peak_3816,peak_4482,peak_4948,peak_754	Arhgap31,Arx,Atp6v0a2,Ccdc88a,Csnk2a1,Dync1h1,Foxg1,Kif2a,Large1,Snap29,Tubb2b
Human Phenotype	HP:0001226	Acral ulceration and osteomyelitis leading to autoamputation of digits	496	1.228377e-1	1.000000e+0	1.000000e+0	3.317494e+0	6.028647e-1	2	1.194264e-4	3.961965e-4	901	1.231491e-1	1.000000e+0	8.978540e-1	3.119714e+0	6.410844e-1	2	4	5.832604e-4	5.000000e-1	peak_2982,peak_3007	Ngf,Ntrk1
Human Phenotype	HP:0004213	Abnormality of the phalanges of the 5th finger	497	1.231163e-1	1.000000e+0	1.000000e+0	1.372889e+0	1.238264e+1	17	2.452980e-3	3.367670e-3	38	1.387178e-4	9.112372e-1	2.397993e-2	3.466349e+0	2.884880e+0	10	18	2.916302e-3	5.555556e-1	peak_1269,peak_1462,peak_2012,peak_2013,peak_2014,peak_2015,peak_2016,peak_2128,peak_2635,peak_3074,peak_4330,peak_52,peak_53,peak_54,peak_55,peak_836,peak_948	Arid1b,Bhlha9,Bmpr1b,Hoxd13,Igf2,Mycn,Ror2,Runx2,Tfap2b,Wnt5a
Human Phenotype	HP:0012795	Abnormality of the optic disc	498	1.231467e-1	1.000000e+0	1.000000e+0	1.159909e+0	5.862527e+1	68	1.161356e-2	1.347068e-2	1787	2.812891e-1	1.000000e+0	1.000000e+0	1.092507e+0	4.118967e+1	45	257	1.312336e-2	1.750973e-1	peak_1015,peak_1032,peak_1033,peak_1082,peak_1097,peak_1098,peak_1099,peak_1115,peak_1116,peak_1238,peak_1265,peak_1266,peak_1267,peak_1327,peak_1328,peak_1329,peak_1550,peak_1677,peak_1814,peak_1815,peak_1816,peak_1817,peak_1818,peak_1822,peak_197,peak_214,peak_2151,peak_2230,peak_2316,peak_2317,peak_2423,peak_2438,peak_3032,peak_3404,peak_3535,peak_3536,peak_3583,peak_3811,peak_399,peak_4007,peak_4008,peak_4009,peak_4010,peak_4016,peak_4017,peak_4018,peak_4019,peak_4036,peak_4133,peak_4256,peak_4264,peak_4311,peak_4335,peak_4482,peak_4559,peak_4808,peak_4910,peak_4948,peak_5008,peak_5009,peak_5010,peak_5015,peak_5016,peak_525,peak_609,peak_737,peak_754,peak_926	Alg13,Arhgef18,Arx,Auh,Bola3,Ccdc88a,Cox15,Dnm1l,Dpyd,Eif2b2,Ercc4,Fam161a,Fgfr2,Fscn2,Galc,Glrx5,Grid2,Ids,Large1,Mak,Mff,Mtpap,Nars2,Ndufa10,Ndufa11,Ndufa12,Nedd4l,Nr2f1,Nubpl,Pclo,Prps1,Psap,Pten,Rab3gap2,Rpia,Sec23a,Sox5,Stt3b,Tmem126b,Tnfsf11,Toe1,Vps13b,Vps33a,Wfs1,Wwox
Human Phenotype	HP:0003106	Subperiosteal bone resorption	499	1.234242e-1	1.000000e+0	1.000000e+0	7.591261e+0	1.317304e-1	1	2.609557e-5	1.980983e-4	1810	2.948617e-1	1.000000e+0	1.000000e+0	3.119714e+0	3.205422e-1	1	2	2.916302e-4	5.000000e-1	peak_1796	Vdr
Human Phenotype	HP:0000867	Secondary hyperparathyroidism	499	1.234242e-1	1.000000e+0	1.000000e+0	7.591261e+0	1.317304e-1	1	2.609557e-5	1.980983e-4	1810	2.948617e-1	1.000000e+0	1.000000e+0	3.119714e+0	3.205422e-1	1	2	2.916302e-4	5.000000e-1	peak_1796	Vdr
Mouse Phenotype Single KO	MP:0001785	edema	1	7.954864e-6	7.228585e-2	7.228585e-2	1.400587e+0	1.285175e+2	180	2.545910e-2	3.565769e-2	17	3.865414e-12	3.512502e-8	2.066177e-9	1.844166e+0	6.507006e+1	120	406	3.499563e-2	2.955665e-1	peak_10,peak_1034,peak_1090,peak_1091,peak_1092,peak_1093,peak_1094,peak_1095,peak_1097,peak_1098,peak_1099,peak_1192,peak_1214,peak_1219,peak_1229,peak_1243,peak_1244,peak_1362,peak_1620,peak_1623,peak_1627,peak_1628,peak_1682,peak_1692,peak_1726,peak_1727,peak_1728,peak_1738,peak_1756,peak_1764,peak_1765,peak_1803,peak_1822,peak_1837,peak_1838,peak_1900,peak_1917,peak_1918,peak_1919,peak_1920,peak_1941,peak_1942,peak_2005,peak_2028,peak_207,peak_2095,peak_2130,peak_2189,peak_2192,peak_2193,peak_2194,peak_2195,peak_2196,peak_2204,peak_2239,peak_2242,peak_2244,peak_2245,peak_228,peak_2343,peak_2344,peak_2353,peak_2375,peak_2419,peak_2428,peak_2452,peak_2533,peak_2539,peak_2542,peak_2566,peak_2601,peak_2602,peak_2646,peak_2647,peak_2677,peak_2678,peak_2712,peak_2737,peak_281,peak_2861,peak_2862,peak_2863,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_2881,peak_2931,peak_2937,peak_2938,peak_294,peak_2965,peak_2966,peak_2967,peak_2968,peak_2976,peak_3007,peak_3028,peak_3115,peak_313,peak_3179,peak_3180,peak_3181,peak_3218,peak_3242,peak_3268,peak_3269,peak_3270,peak_3271,peak_3272,peak_3360,peak_3453,peak_3480,peak_3484,peak_3485,peak_3486,peak_3563,peak_357,peak_358,peak_363,peak_3690,peak_3691,peak_3693,peak_3728,peak_376,peak_377,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_3807,peak_3953,peak_3958,peak_398,peak_3992,peak_4021,peak_4022,peak_403,peak_4051,peak_4052,peak_406,peak_407,peak_4081,peak_4082,peak_412,peak_413,peak_4137,peak_4288,peak_4310,peak_4319,peak_439,peak_440,peak_441,peak_4431,peak_4432,peak_4433,peak_453,peak_4532,peak_4533,peak_454,peak_455,peak_4586,peak_4681,peak_4761,peak_4795,peak_4832,peak_4842,peak_570,peak_591,peak_699,peak_817,peak_864,peak_881,peak_891,peak_909,peak_944,peak_948,peak_976	2410089E03Rik,Abca5,Acvr1,Adamts3,Adipoq,Adm,Ahr,Aqp4,Atp2a2,Bag3,Btaf1,Casz1,Cdh2,Cdh5,Chd7,Cited2,Crim1,Csnk2a1,Cxcr4,Dbnl,Ddx3x,Dhrs3,Dnm1l,Dock1,Ep300,Epha3,Erg,Eya4,F2r,Fam49b,Fasl,Fbxw7,Flrt2,Foxc1,Foxp1,Galc,Gbe1,Gli2,Gli3,Glrb,Grk2,Hand2,Has2,Hhat,Hlx,Hoxa13,Inpp5d,Intu,Itgav,Jarid2,Jun,Kdm6a,Kifap3,Kmt2a,Kras,Lhx2,Map3k7,Mb,Mecom,Memo1,Mib1,Mme,Mycn,Myh10,Nfatc1,Nfkbiz,Ngf,Ngfr,Nos3,Nr5a2,Nt5e,Osr1,Pam,Pbx1,Pcnt,Pdgfb,Pdgfc,Pecam1,Pkd2,Pknox1,Pnn,Podxl,Prox1,Ptger4,Ptges,Ptpn14,Rad23b,Rapgef1,Rb1cc1,Rictor,Rxra,S1pr1,Sh3pxd2a,Shox2,Slc13a4,Slc4a11,Slc4a4,Slc8a1,Smad7,Sox2,Sox4,Srgap3,Srsf10,Ssr1,T,Tbx3,Tcf7l1,Timp3,Tlr4,Tmem115,Tns2,Traf6,Uhrf2,Unk,Vegfa,Wt1,Xpa,Ywhaz,Zfpm1,Zfpm2
Mouse Phenotype Single KO	MP:0012440	abnormal neutrophil cell number	2	1.076503e-4	9.782183e-1	4.891091e-1	1.582963e+0	4.801124e+1	76	9.510943e-3	1.505547e-2	1173	1.643705e-2	1.000000e+0	1.273346e-1	1.318521e+0	4.247184e+1	56	265	1.633129e-2	2.113208e-1	peak_103,peak_1065,peak_1186,peak_1404,peak_1405,peak_1718,peak_1730,peak_1909,peak_1954,peak_1955,peak_1956,peak_1957,peak_207,peak_2094,peak_2103,peak_2131,peak_2135,peak_2152,peak_2210,peak_2211,peak_2295,peak_2316,peak_2317,peak_2442,peak_2455,peak_2456,peak_2457,peak_2763,peak_2764,peak_2765,peak_3055,peak_3056,peak_3182,peak_3189,peak_3203,peak_3204,peak_3332,peak_3464,peak_3483,peak_3564,peak_357,peak_358,peak_3696,peak_3758,peak_3759,peak_3760,peak_3761,peak_379,peak_3852,peak_3880,peak_3885,peak_397,peak_4040,peak_4137,peak_4145,peak_4290,peak_4310,peak_448,peak_4532,peak_4533,peak_4575,peak_4576,peak_4586,peak_4681,peak_4723,peak_4805,peak_529,peak_58,peak_59,peak_590,peak_63,peak_660,peak_816,peak_838,peak_919,peak_920	3110043O21Rik,Abcg1,Acer1,Arhgap25,B4galt1,Bach2,Bag3,C4b,Ccr4,Cdh5,Cmklr1,Col17a1,Cxcl15,Dennd4c,Eif3h,Esr2,Fasl,Fastk,Fzd9,Gnmt,Ifi204,Il17a,Il1r1,Il6st,Inpp5d,Irf8,Kmt2a,Kras,Lgals9,Lyst,Mdm2,Medag,Mfap2,Mtor,Myb,Nedd4l,Nlrp12,Pik3r6,Prex1,Prf1,Pwp1,Riox2,Samd9l,Smad3,Smap1,Socs3,Tet2,Tlr5,Tlx1,Tnfaip8,Trem1,Trib1,Usp25,Usp47,Zfp36l2,Zfpm1
Mouse Phenotype Single KO	MP:0008911	induced hyperactivity	3	1.295950e-4	1.000000e+0	3.925433e-1	2.145630e+0	1.398190e+1	30	2.769791e-3	5.942948e-3	203	2.625428e-5	2.385726e-1	1.175235e-3	3.019078e+0	4.968404e+0	15	31	4.374453e-3	4.838710e-1	peak_1272,peak_2003,peak_2004,peak_3585,peak_3672,peak_3673,peak_3674,peak_3675,peak_3676,peak_3677,peak_3851,peak_4081,peak_4082,peak_4594,peak_4595,peak_4599,peak_4600,peak_4608,peak_4609,peak_4794,peak_523,peak_652,peak_653,peak_654,peak_705,peak_706,peak_707,peak_799,peak_800,peak_931	Adgrl3,Cacna2d2,Ccdc7a,Cplx2,Ddc,Disc1,Drd5,Eif4h,Fabp7,Gria1,Gria4,Kcnj6,Pomc,Srgap3,Tph2
Mouse Phenotype Single KO	MP:0005065	abnormal neutrophil morphology	4	1.624252e-4	1.000000e+0	3.689894e-1	1.528506e+0	5.430140e+1	83	1.075701e-2	1.644216e-2	895	7.999671e-3	1.000000e+0	8.122124e-2	1.351501e+0	4.439509e+1	60	277	1.749781e-2	2.166065e-1	peak_103,peak_1065,peak_1186,peak_1404,peak_1405,peak_1718,peak_1730,peak_1759,peak_1909,peak_1954,peak_1955,peak_1956,peak_1957,peak_207,peak_2094,peak_2103,peak_2131,peak_2135,peak_2152,peak_2210,peak_2211,peak_2295,peak_2316,peak_2317,peak_2333,peak_2334,peak_2442,peak_2455,peak_2456,peak_2457,peak_2763,peak_2764,peak_2765,peak_2861,peak_2862,peak_2863,peak_294,peak_3055,peak_3056,peak_3182,peak_3189,peak_3203,peak_3204,peak_3332,peak_3464,peak_3483,peak_3564,peak_357,peak_358,peak_3696,peak_3758,peak_3759,peak_3760,peak_3761,peak_379,peak_3852,peak_3880,peak_3885,peak_397,peak_4040,peak_4137,peak_4145,peak_4290,peak_4310,peak_448,peak_4532,peak_4533,peak_4575,peak_4576,peak_4586,peak_4681,peak_4723,peak_4805,peak_529,peak_58,peak_59,peak_590,peak_63,peak_660,peak_816,peak_838,peak_919,peak_920	3110043O21Rik,Abcg1,Acer1,Arhgap25,B4galt1,Bach2,Bag3,C4b,Ccr4,Cdh5,Cmklr1,Col17a1,Cxcl15,Cxcr4,Dcc,Dennd4c,Eif3h,Esr2,Fasl,Fastk,Fzd9,Gnmt,Ifi204,Il17a,Il1r1,Il6st,Inpp5d,Irf8,Kmt2a,Kras,Lgals9,Lyst,Mdm2,Mecom,Medag,Mfap2,Mtor,Myb,Myh9,Nedd4l,Nlrp12,Pik3r6,Prex1,Prf1,Pwp1,Riox2,Samd9l,Smad3,Smap1,Socs3,Tet2,Tlr5,Tlx1,Tnfaip8,Trem1,Trib1,Usp25,Usp47,Zfp36l2,Zfpm1
Mouse Phenotype Single KO	MP:0004848	abnormal liver size	5	3.546502e-4	1.000000e+0	6.445413e-1	1.371500e+0	9.259931e+1	127	1.834376e-2	2.515848e-2	173	8.534044e-6	7.754886e-2	4.482593e-4	1.559857e+0	5.641542e+1	88	352	2.566346e-2	2.500000e-1	peak_103,peak_1065,peak_1107,peak_1108,peak_1113,peak_1172,peak_1243,peak_1244,peak_1374,peak_1462,peak_1482,peak_1692,peak_1764,peak_1778,peak_192,peak_2002,peak_2069,peak_2096,peak_2125,peak_2128,peak_2131,peak_217,peak_218,peak_219,peak_220,peak_221,peak_2241,peak_2288,peak_2321,peak_2383,peak_2452,peak_2533,peak_2566,peak_2630,peak_2677,peak_2678,peak_2763,peak_2764,peak_2765,peak_2797,peak_2813,peak_3055,peak_3056,peak_3091,peak_3092,peak_3093,peak_3218,peak_3368,peak_353,peak_354,peak_3563,peak_357,peak_358,peak_363,peak_3728,peak_376,peak_377,peak_3770,peak_3790,peak_3791,peak_3792,peak_3793,peak_3794,peak_3849,peak_3850,peak_3883,peak_3934,peak_3946,peak_3956,peak_398,peak_406,peak_4067,peak_4068,peak_407,peak_4137,peak_4163,peak_4310,peak_4330,peak_4454,peak_4455,peak_448,peak_4506,peak_4532,peak_4533,peak_4559,peak_4575,peak_4576,peak_4586,peak_4631,peak_4632,peak_4633,peak_4641,peak_4659,peak_4681,peak_4712,peak_4713,peak_4714,peak_497,peak_498,peak_525,peak_56,peak_57,peak_580,peak_623,peak_63,peak_660,peak_700,peak_725,peak_726,peak_727,peak_728,peak_729,peak_773,peak_774,peak_861,peak_863,peak_9,peak_919,peak_920,peak_931,peak_948,peak_954,peak_976,peak_996,peak_997,peak_998,peak_999	Ahr,Akr1b7,Arid3a,Bag3,Cbs,Ccng1,Cdh5,Chordc1,Col1a1,Cpe,Crbn,Cul3,Dagla,Dicer1,Dnajb9,Dyrk1a,Esr2,Fabp5,Fasl,Fli1,Gnmt,Gtf2ird1,Helz2,Hlx,Hnf1a,Igf2,Igfbp3,Il1r1,Irf8,Jak1,Jarid2,Kifap3,Kitl,Kl,Klf6,Kmt2a,Kras,Ldlr,Lep,Lgmn,Lhx2,Lig1,Lpin1,Marveld2,Mat1a,Mc4r,Mdm2,Meis1,Myb,Mycn,Negr1,Nos3,Npbwr1,Npy6r,Pappa2,Pbx1,Pdcd1,Pdgfb,Pkd2,Pkhd1,Pomc,Ppara,Prep,Prex1,Prox1,Psap,Rcan2,Runx2,Rxra,Sh3pxd2a,Siah1a,Slc13a1,Smap1,Socs3,Sp3,Tbx3,Tet2,Traf6,Tsc2,Uaca,Wnt5a,Wt1,Wwox,Xpa,Xylt2,Zfp521,Zfpm1,Zfpm2
