# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610030E20Rik	unnamed (-872)
Kank4	unnamed (-181)
Kansl2	unnamed (+36168)
Kantr	unnamed (-9267)
Kat6b	unnamed (-423789)
Kbtbd11	unnamed (+1164)
Kbtbd13	unnamed (+251)
Kcna1	unnamed (-94618)
Kcna2	unnamed (-43)
Kcna3	unnamed (+152)
Kcna4	unnamed (+241)
Kcna5	unnamed (+747)
Kcna6	unnamed (+1260)
Kcnab1	unnamed (+457)
Kcnb2	unnamed (-24821)
Kcnc1	unnamed (-20124)
Kcnc4	unnamed (+399)
Kcnd2	unnamed (+402)
Kcnd3	unnamed (-682)
Kcne3	unnamed (+2306)
Kcnf1	unnamed (+743)
Kcng2	unnamed (+584)
Kcng4	unnamed (+1927)
Kcnh1	unnamed (+301)
Kcnh5	unnamed (-15)
Kcnh7	unnamed (-154)
Kcnh8	unnamed (-921)
Kcnip4	unnamed (+107)
Kcnj10	unnamed (+113)
Kcnj11	unnamed (+818)
Kcnj14	unnamed (+5042)
Kcnj2	unnamed (-285)
Kcnj5	unnamed (+53)
Kcnj6	unnamed (+537)
Kcnj8	unnamed (+435)
Kcnj9	unnamed (+3270)
Kcnk1	unnamed (+144415)
Kcnk10	unnamed (+3502)
Kcnk12	unnamed (+371)
Kcnk15	unnamed (+304), unnamed (+4789)
Kcnk2	unnamed (-285)
Kcnk3	unnamed (+918)
Kcnma1	unnamed (+136)
Kcnmb4	unnamed (-138)
Kcnn2	unnamed (+36)
Kcnn3	unnamed (+969)
Kcnn4	unnamed (-166)
Kcnq1	unnamed (+305)
Kcnq3	unnamed (-364)
Kcnq5	unnamed (+89)
Kcns1	unnamed (+1623)
Kcns2	unnamed (+667)
Kcns3	unnamed (-110)
Kcnt1	unnamed (-13799)
Kcnv1	unnamed (+333)
Kctd1	unnamed (-86645)
Kctd10	unnamed (+23104)
Kctd12	unnamed (+410)
Kctd14	unnamed (+2341)
Kctd19	unnamed (-451), unnamed (+34343)
Kctd8	unnamed (+645)
Kdelr2	unnamed (-30790)
Kdm5b	unnamed (+86837)
Kdm6b	unnamed (-133394)
Kdm8	unnamed (+550)
Kdr	unnamed (+151)
Keap1	unnamed (+41144)
Khdc3	unnamed (+1769)
Kif12	unnamed (+732)
Kif17	unnamed (+314)
Kif19a	unnamed (+33), unnamed (+23864)
Kif1a	unnamed (+178)
Kif21a	unnamed (+539)
Kif26b	unnamed (+624)
Kirrel3	unnamed (-859)
Kiss1	unnamed (+6734)
Kitl	unnamed (+576)
Kl	unnamed (+88)
Klf14	unnamed (+352)
Klhdc1	unnamed (+456)
Klhdc7a	unnamed (+1585)
Klhdc7b	unnamed (+101)
Klhdc8a	unnamed (-127)
Klhdc9	unnamed (-228)
Klhl1	unnamed (+806)
Klhl13	unnamed (-78752)
Klhl14	unnamed (+2136)
Klhl29	unnamed (+721)
Klhl3	unnamed (-11312)
Klhl32	unnamed (+533)
Klhl33	unnamed (-3595)
Klhl34	unnamed (+188)
Klhl40	unnamed (+255)
Klhl5	unnamed (+101)
Klk8	unnamed (-361)
Klrb1f	unnamed (+3037)
Klrg2	unnamed (+1105)
Kmt2a	unnamed (+105)
Kndc1	unnamed (+837)
Krt1	unnamed (+4430)
Krt18	unnamed (-2744)
Krt19	unnamed (+542)
Krt2	unnamed (-28187)
Krt222	unnamed (+57)
Krt7	unnamed (+1198)
Krt87	unnamed (+25204)
Krtap17-1	unnamed (+405)
Krtap31-2	unnamed (-4007)
Krtap5-4	unnamed (+68913)
Ky	unnamed (+719)
L1cam	unnamed (-50)
L3mbtl1	unnamed (+408)
L3mbtl3	unnamed (-712)
L3mbtl4	unnamed (-102)
Lacc1	unnamed (-161)
Lama3	unnamed (+326)
Lama4	unnamed (+179)
Lamc2	unnamed (-549)
Lamc3	unnamed (-4)
Lamp5	unnamed (+657)
Lancl3	unnamed (+630)
Larp6	unnamed (+1468)
Larp7	unnamed (+54185)
Layn	unnamed (+794)
Lbh	unnamed (+331)
Lbx1	unnamed (+1332), unnamed (+82239)
Lca5	unnamed (-833)
Lce1d	unnamed (-2134)
Lce1m	unnamed (+4248)
Lce3f	unnamed (+22586)
Ldah	unnamed (+92504)
Ldhal6b	unnamed (+1016)
Ldlrad2	unnamed (-3671)
Ldoc1l	unnamed (+111178)
Lef1	unnamed (-3376)
Lemd1	unnamed (-36935)
Lepr	unnamed (+382)
Lgals9	unnamed (+59806)
Lgi2	unnamed (+756)
Lgi3	unnamed (+1793)
Lgr5	unnamed (+867)
Lgr6	unnamed (+485)
Lhfp	unnamed (+509)
Lhfpl2	unnamed (+350)
Lhfpl3	unnamed (+205)
Lhpp	unnamed (+224)
Lhx2	unnamed (-11730), unnamed (+1709)
Lhx4	unnamed (+1935)
Lhx5	unnamed (+3700)
Lhx6	unnamed (+1070)
Lhx8	unnamed (+213)
Lhx9	unnamed (-5366)
Lif	unnamed (-18827)
Lilr4b	unnamed (-577751)
Limch1	unnamed (+86), unnamed (+352000)
Limk2	unnamed (+56072)
Lims1	unnamed (-23156)
Lims2	unnamed (-976), unnamed (+6994)
Lin28b	unnamed (-1709)
Lin7a	unnamed (+623)
Lingo1	unnamed (-160340), unnamed (+313)
Lipa	unnamed (+279)
Lipg	unnamed (-513)
Lipo3	unnamed (+423)
Lmo2	unnamed (+953)
Lmx1a	unnamed (+1042)
Lnpk	unnamed (-79503)
Lonrf3	unnamed (+691)
Lor	unnamed (+2239)
Lox	unnamed (+816)
Loxl4	unnamed (-374)
Lpar1	unnamed (+95)
Lpar2	unnamed (-7745)
Lpar3	unnamed (+10)
Lpcat2	unnamed (+593)
Lpl	unnamed (+587)
Lrat	unnamed (-27)
Lrcol1	unnamed (-2231)
Lrfn2	unnamed (+92)
Lrfn5	unnamed (-372)
Lrmda	unnamed (+413)
Lrp1	unnamed (+403)
Lrp1b	unnamed (+693)
Lrp3	unnamed (-54390)
Lrp6	unnamed (+151482)
Lrrc10	unnamed (-3)
Lrrc10b	unnamed (+152)
Lrrc15	unnamed (-25778)
Lrrc26	unnamed (+1159), unnamed (+22487)
Lrrc32	unnamed (+872)
Lrrc36	unnamed (+331)
Lrrc38	unnamed (+897)
Lrrc3b	unnamed (-804355), unnamed (+514)
Lrrc4	unnamed (-718)
Lrrc49	unnamed (+39)
Lrrc4b	unnamed (+1307)
Lrrc61	unnamed (-83)
Lrrc63	unnamed (+84)
Lrrc7	unnamed (+878)
Lrrc75b	unnamed (-1848)
Lrrc8c	unnamed (+200)
Lrrc8e	unnamed (-13)
Lrrc9	unnamed (+357)
Lrrd1	unnamed (+467)
Lrrk1	unnamed (-175)
Lrrk2	unnamed (+159)
Lrrn1	unnamed (+344)
Lrrtm1	unnamed (+1143)
Lrtm1	unnamed (-509522)
Lrtm2	unnamed (+11)
Lsamp	unnamed (+331)
Ltb	unnamed (+1459)
Ltbp1	unnamed (+748)
Ltbp2	unnamed (+645)
Ltk	unnamed (+1613)
Luc7l2	unnamed (+84663)
Lurap1	unnamed (+437)
Luzp2	unnamed (+53)
Lvrn	unnamed (-134)
Lxn	unnamed (+325)
Ly6a	unnamed (+9554)
Ly6h	unnamed (+1123)
Ly6i	unnamed (-5047)
Ly6l	unnamed (+116675)
Ly96	unnamed (-462)
Lyl1	unnamed (+4155)
Lyn	unnamed (-284)
Lypd1	unnamed (-580435), unnamed (+126)
Lypd3	unnamed (+2078)
Lypd4	unnamed (-108)
Lypd6	unnamed (+317)
Lypd6b	unnamed (-39)
Lyplal1	unnamed (-587297)
Lyrm4	unnamed (-612991)
Lysmd2	unnamed (+134)
Lyzl4	unnamed (-1041)
Lzts1	unnamed (+14)
Maats1	unnamed (+404)
Mab21l1	unnamed (+4359)
Mab21l2	unnamed (-371128), unnamed (+923)
Madd	unnamed (-9708)
Mael	unnamed (+200)
Maf	unnamed (+850)
Maf1	unnamed (+5687)
Mafb	unnamed (+986)
Magee1	unnamed (+666)
Magee2	unnamed (+265)
Magel2	unnamed (-27777), unnamed (+301)
Magi2	unnamed (-189)
Magohb	unnamed (+884)
Mak	unnamed (-8503)
Mal	unnamed (-108)
Mal2	unnamed (+502)
Mamdc2	unnamed (+558)
Maml3	unnamed (+1625)
Mamstr	unnamed (+4234)
Man1a	unnamed (+888)
Man2b2	unnamed (+300)
Mansc1	unnamed (+427)
Map1s	unnamed (+8446)
Map2k1	unnamed (-4938)
Map2k6	unnamed (-1469)
Map3k14	unnamed (-73134)
Map3k21	unnamed (+860)
Map3k8	unnamed (+408)
Map4k3	unnamed (+151839)
Map6d1	unnamed (+581)
Map7d2	unnamed (+189)
Mapk4	unnamed (+201077)
Mapre2	unnamed (-51119)
Marc1	unnamed (+1318)
Marc2	unnamed (-6652)
March1	unnamed (-503453)
March11	unnamed (+680)
March3	unnamed (-240)
March4	unnamed (+1049)
Mast3	unnamed (-5355)
Matk	unnamed (+769)
Matn2	unnamed (-302)
Mb21d2	unnamed (+176411), unnamed (+365095)
Mbd3l1	unnamed (-4487)
Mbip	unnamed (-188825)
Mbnl3	unnamed (+255)
Mboat1	unnamed (+284)
Mbp	unnamed (+79361)
Mc4r	unnamed (+437)
Mcc	unnamed (+172), unnamed (+150008)
Mcf2l	unnamed (+32302)
Mchr1	unnamed (+36)
Mcidas	unnamed (+188), unnamed (+5067)
Mcmbp	unnamed (+51865)
Mcmdc2	unnamed (-59996), unnamed (+273)
Mcoln2	unnamed (+319)
Mctp1	unnamed (-195095)
Mcub	unnamed (+112)
Mdfic	unnamed (+386)
Mdga1	unnamed (-60)
Mdga2	unnamed (-1107)
Me3	unnamed (+89)
Mecom	unnamed (-497882), unnamed (+914)
Med12l	unnamed (+486)
Medag	unnamed (+221)
Mef2c	unnamed (-658)
Megf6	unnamed (+341)
Megf8	unnamed (+49849)
Meig1	unnamed (+4401)
Meiob	unnamed (+268)
Meioc	unnamed (+235)
Meis1	unnamed (+1986)
Meis2	unnamed (+520)
Meltf	unnamed (+10698)
Meox1	unnamed (-69804)
Meox2	unnamed (-408)
Mesp1	unnamed (+1066)
Mesp2	unnamed (+683)
Met	unnamed (+283)
Mettl24	unnamed (+288)
Mettl3	unnamed (-9181)
Mfhas1	unnamed (+1455)
Mfsd2a	unnamed (+54)
Mfsd2b	unnamed (-85)
Mfsd4a	unnamed (-230)
Mfsd4b1	unnamed (-105)
Mfsd6	unnamed (+300)
Mfsd6l	unnamed (+261)
Mfsd7a	unnamed (+325)
Mfsd7c	unnamed (+111)
Mfsd9	unnamed (+163)
Mgarp	unnamed (-1435)
Mgat1	unnamed (+377)
Mgat5	unnamed (+472852)
Mgll	unnamed (+2)
Mgst1	unnamed (-1060)
Mgst2	unnamed (+442272)
Mical2	unnamed (-45142)
Mical3	unnamed (-48469)
Micu2	unnamed (+237)
Mid2	unnamed (-12684)
Minpp1	unnamed (+109234)
Mis12	unnamed (+13680)
Mitf	unnamed (-190178)
Mixl1	unnamed (-49)
Mki67	unnamed (+177492)
Mkrn3	unnamed (-43298)
Mks1	unnamed (+79)
Mkx	unnamed (+1787)
Mlf1	unnamed (-70)
Mlkl	unnamed (+169)
Mlph	unnamed (-205)
Mlxipl	unnamed (+1057)
Mmp2	unnamed (-151199), unnamed (+157)
Mmp24	unnamed (+533)
Mmp28	unnamed (+248), unnamed (+22742)
Mmp9	unnamed (+1087)
Mnx1	unnamed (+5082)
Mob3a	unnamed (+169)
Mob3b	unnamed (+443)
Mogat1	unnamed (+878)
Mon1a	unnamed (+12836)
Morc2b	unnamed (-29)
Morc4	unnamed (+201)
Morn3	unnamed (-3283)
Morn5	unnamed (+54743)
Mospd3	unnamed (+26182)
Moxd1	unnamed (+248)
Mpdz	unnamed (-797)
Mpl	unnamed (-29014)
Mpp2	unnamed (+212), unnamed (+6049)
Mpp6	unnamed (+151442)
Mppe1	unnamed (-552)
Mpz	unnamed (+9345)
Mpzl3	unnamed (-238)
Mrap2	unnamed (+718)
Mrgprd	unnamed (-11939)
Mrgpre	unnamed (+258)
Mrgprf	unnamed (+2068)
Mrgprh	unnamed (+3954)
Mro	unnamed (+4465)
Mroh5	unnamed (+626)
Mrpl20	unnamed (-11926)
Mrpl38	unnamed (-23558)
Mrps23	unnamed (-34554), unnamed (-10372)
Mrps33	unnamed (-61260)
Msrb3	unnamed (+667)
Mst1r	unnamed (-5855)
Msx1	unnamed (-2035)
Msx3	unnamed (+262)
Mt3	unnamed (+785)
Mtap	unnamed (+138003)
Mtch1	unnamed (-7886)
Mtf2	unnamed (-5281)
Mtnr1a	unnamed (-122)
Mtnr1b	unnamed (-201)
Mtus2	unnamed (+307528)
Muc13	unnamed (-108488)
Muc2	unnamed (-51023)
Muc4	unnamed (-56170)
Muc6	unnamed (-38281)
Mum1l1	unnamed (+83), unnamed (+7014)
Mxd4	unnamed (+1190)
Mxi1	unnamed (-383)
Mybpc3	unnamed (-2497)
Mycbpap	unnamed (+637)
Myg1	unnamed (-4989)
Myh11	unnamed (-1008)
Myh7b	unnamed (+2748)
Myl2	unnamed (+30714)
Myl4	unnamed (-6191)
Myl7	unnamed (-2021)
Myl9	unnamed (-20)
Myo15b	unnamed (+475)
Myo16	unnamed (+219)
Myo1d	unnamed (+299627)
Myo1h	unnamed (+42438)
Myo3a	unnamed (-258)
Myo5b	unnamed (+171)
Myo5c	unnamed (+981)
Myo7a	unnamed (+8120)
Myo9b	unnamed (-358336)
Myocd	unnamed (-318)
Myod1	unnamed (+1050)
Myof	unnamed (+73)
Myom3	unnamed (+2044)
Myrip	unnamed (-26)
Myt1l	unnamed (+6300)
Mzf1	unnamed (+463)
Naaa	unnamed (+817)
Nacad	unnamed (+633)
Nacc2	unnamed (+1264)
Naglu	unnamed (-5872)
Nalcn	unnamed (+124)
Nanog	unnamed (-4724)
Nans	unnamed (+45633)
Nap1l2	unnamed (+451)
Nap1l3	unnamed (+228)
Nap1l5	unnamed (+283)
Nat8f4	unnamed (+51)
Nav1	unnamed (+1651)
Nav2	unnamed (-261)
Nbas	unnamed (+881461)
Nbea	unnamed (+396832)
Nbl1	unnamed (+645)
Ncald	unnamed (+369)
Nccrp1	unnamed (+1384)
Nckap5	unnamed (+337983)
Ncmap	unnamed (+559)
Ndn	unnamed (+2664)
Ndnf	unnamed (+292)
Ndrg1	unnamed (+118)
Ndrg2	unnamed (+715)
Ndrg4	unnamed (-25269), unnamed (+47)
Ndufa12	unnamed (+113314)
Ndufb4	unnamed (+70312)
Ndufs6	unnamed (+65956)
Nebl	unnamed (+195)
Necab1	unnamed (+106), unnamed (+218658)
Nedd9	unnamed (+128063)
Nefm	unnamed (+620)
Negr1	unnamed (+85)
Neil3	unnamed (+375)
Nek5	unnamed (+888)
Nek6	unnamed (-159175)
Nell2	unnamed (-125060), unnamed (+890)
Neto1	unnamed (+428)
Neto2	unnamed (-9612)
Neu3	unnamed (+93)
Neurl1b	unnamed (-399)
Neurl3	unnamed (+3292)
Neurod2	unnamed (+1209)
Neurod6	unnamed (+4432)
Neurog1	unnamed (-6935), unnamed (+656)
Neurog2	unnamed (-443)
Neurog3	unnamed (+1089)
Nexn	unnamed (+408)
Nfam1	unnamed (-1476), unnamed (+115832)
Nfasc	unnamed (+449)
Nfatc2	unnamed (-13027)
Nfe2l3	unnamed (+1178)
Nfia	unnamed (+41)
Nfix	unnamed (-26662)
Nfkbiz	unnamed (+408)
Ngb	unnamed (+183)
Ngef	unnamed (+63965), unnamed (+98481)
Ngly1	unnamed (-5938)
Nhej1	unnamed (-78149)
Nhlh1	unnamed (+3543)
Nhlrc1	unnamed (+698)
Nhsl1	unnamed (+229)
Nhsl2	unnamed (+857)
Nipal1	unnamed (-74)
Nipal2	unnamed (+138)
Nipal4	unnamed (-321)
Nisch	unnamed (+31426)
Nkain3	unnamed (-900428), unnamed (+252)
Nkapl	unnamed (+226)
Nkd2	unnamed (+678)
Nkpd1	unnamed (+2385)
Nkx1-1	unnamed (+1169)
Nkx1-2	unnamed (+944)
Nkx2-1	unnamed (+2189)
Nkx2-2	unnamed (-145)
Nkx2-3	unnamed (+967)
Nkx2-4	unnamed (+944)
Nkx2-6	unnamed (+3276)
Nkx3-1	unnamed (-15560), unnamed (+348)
Nkx3-2	unnamed (-112)
Nkx6-1	unnamed (+2124)
Nkx6-3	unnamed (-94717)
Nlgn1	unnamed (-212), unnamed (+179161)
Nlrp1a	unnamed (+111413)
Nlrp6	unnamed (+1234)
Nmb	unnamed (-197)
Nmbr	unnamed (-15)
Nmi	unnamed (+529)
Nmnat3	unnamed (+425)
Nmt1	unnamed (+51529)
Nmu	unnamed (-630)
Nod2	unnamed (+350)
Nog	unnamed (+1319)
Nol4	unnamed (-270366), unnamed (-95)
Nom1	unnamed (+38724)
Nos1ap	unnamed (+42)
Nos2	unnamed (+4331)
Nov	unnamed (+50), unnamed (+168766)
Nox4	unnamed (-173)
Npas1	unnamed (+2139)
Npas2	unnamed (-696), unnamed (+167913)
Npas3	unnamed (-548262), unnamed (+1692)
Npbwr1	unnamed (+341)
Npffr1	unnamed (-523)
Npffr2	unnamed (+460)
Nphp3	unnamed (-241673)
Nphs2	unnamed (+102)
Npl	unnamed (+855)
Npnt	unnamed (-758)
Nppc	unnamed (+607)
Npr2	unnamed (-84)
Npw	unnamed (+645)
Npy	unnamed (-464)
Npy1r	unnamed (-134)
Npy2r	unnamed (-399)
Npy5r	unnamed (+217)
Nqo2	unnamed (+393)
Nr1h3	unnamed (+1509)
Nr2e1	unnamed (+1683)
Nr2f2	unnamed (+779)
Nr3c2	unnamed (+1094)
Nr5a1	unnamed (+1807)
Nr6a1	unnamed (-4307)
Nrcam	unnamed (-59)
Nrg3	unnamed (+219)
Nrgn	unnamed (+167)
Nrip3	unnamed (-27)
Nrk	unnamed (-8)
Nrl	unnamed (+2940)
Nrn1	unnamed (+3960)
Nrn1l	unnamed (+727)
Nrp1	unnamed (-803)
Nrp2	unnamed (+1377)
Nrsn1	unnamed (+378)
Nsg1	unnamed (+518)
Nsun7	unnamed (-176), unnamed (+77746)
Nt5c1a	unnamed (+167)
Ntm	unnamed (+423), unnamed (+550834)
Ntn4	unnamed (+928)
Ntng1	unnamed (-7825)
Ntng2	unnamed (-4421)
Ntrk1	unnamed (-479)
Ntrk2	unnamed (+717)
Ntrk3	unnamed (+232)
Nudt12	unnamed (+416)
Nudt16	unnamed (+88)
Nup54	unnamed (+42640)
Nutm2	unnamed (-2387)
Nwd2	unnamed (+643)
Nxf2	unnamed (+583)
Nxnl2	unnamed (-216)
Nxph1	unnamed (+1448)
Nxph2	unnamed (-104)
Nxph3	unnamed (+458)
Nxt2	unnamed (+882)
Oat	unnamed (+408)
Obscn	unnamed (+564)
Ociad2	unnamed (+213)
Ocln	unnamed (+464)
Odf3l1	unnamed (+55995)
Oit1	unnamed (+61122)
Olah	unnamed (-21037)
Olfm1	unnamed (+769)
Olfm2	unnamed (+631)
Olfml2a	unnamed (+17)
Olfml2b	unnamed (+17)
Olfr1396	unnamed (+26443)
Olfr1418	unnamed (-7863)
Olfr1419	unnamed (+6177)
Olfr15	unnamed (+8359)
Olfr279	unnamed (+5651)
Olfr412	unnamed (+161379)
Olfr553	unnamed (-2240)
Olfr750	unnamed (-15404), unnamed (+9694)
Olfr94	unnamed (-13343)
Olfr95	unnamed (+1724)
Olig3	unnamed (-1106)
Oma1	unnamed (+306406)
Omp	unnamed (-13160)
Onecut1	unnamed (+2177)
Onecut3	unnamed (-1299)
Opcml	unnamed (+520)
Ophn1	unnamed (+254)
Oplah	unnamed (+985)
Oprd1	unnamed (+689)
Orai2	unnamed (-791)
Osbp2	unnamed (+150)
Osbpl6	unnamed (+440)
Osm	unnamed (+2310)
Osmr	unnamed (+170)
Otof	unnamed (-4253)
Otop1	unnamed (-109)
Otud7a	unnamed (+372)
Otx1	unnamed (+912)
Ovol1	unnamed (+3619)
Oxct2a	unnamed (-504)
Oxct2b	unnamed (+408)
Oxt	unnamed (+2805)
Oxtr	unnamed (-82)
P2rx2	unnamed (+477)
P2rx5	unnamed (+402)
P2ry1	unnamed (+472)
P2ry2	unnamed (+284)
P3h2	unnamed (-317)
P4ha2	unnamed (+459)
Pabpc4	unnamed (-43742)
Pabpc4l	unnamed (+380)
Pabpc6	unnamed (+431)
Pabpn1l	unnamed (-55842)
Pacsin1	unnamed (+610), unnamed (+29916)
Pacsin2	unnamed (-71406)
Padi2	unnamed (-569)
Padi3	unnamed (-3123)
Pafah2	unnamed (-5318)
Pag1	unnamed (+701)
Pak3	unnamed (-147153)
Pak6	unnamed (+281), unnamed (+13083)
Pak7	unnamed (+786)
Palld	unnamed (+142873)
Palm2	unnamed (+252), unnamed (+133993)
Pam	unnamed (+195)
Pank3	unnamed (-647065)
Papd5	unnamed (+73864)
Papln	unnamed (+584)
Papolb	unnamed (+617)
Pappa	unnamed (+762)
Papss1	unnamed (-74464)
Papss2	unnamed (-25002)
Paqr5	unnamed (+469)
Paqr6	unnamed (+1598)
Pard3b	unnamed (+307)
Pard6g	unnamed (-5547)
Parm1	unnamed (+827)
Parp11	unnamed (+107549)
Parp12	unnamed (+76)
Parp14	unnamed (+1855)
Parp16	unnamed (-6286)
Parp8	unnamed (+247)
Parva	unnamed (-95)
Parvg	unnamed (+120526)
Patj	unnamed (+298)
Pax1	unnamed (+48)
Pax2	unnamed (-2157)
Pax3	unnamed (-20267)
Pax4	unnamed (-2105)
Pax5	unnamed (-1239)
Pax7	unnamed (-132913), unnamed (+1534)
Pax8	unnamed (+613)
Pax9	unnamed (+3237)
Pbld1	unnamed (+44)
Pbx1	unnamed (+246), unnamed (+741298)
Pcbd1	unnamed (+106)
Pccb	unnamed (+1636)
Pcdh10	unnamed (+402)
Pcdh18	unnamed (+231)
Pcdh19	unnamed (+825)
Pcdh7	unnamed (-682)
Pcdh8	unnamed (+485)
Pcdh9	unnamed (-339)
Pcdha1	unnamed (+947)
Pcdha11	unnamed (+127)
Pcdha12	unnamed (+909)
Pcdha3	unnamed (+868)
Pcdha5	unnamed (+1301)
Pcdha6	unnamed (-5890)
Pcdhac2	unnamed (+343)
Pcdhb10	unnamed (-8774), unnamed (+1793)
Pcdhb11	unnamed (-7961)
Pcdhb14	unnamed (+1872)
Pcdhb15	unnamed (-24012)
Pcdhb16	unnamed (+1954)
Pcdhb17	unnamed (-5027)
Pcdhb18	unnamed (-2703), unnamed (+1650)
Pcdhb19	unnamed (-5876), unnamed (+1980)
Pcdhb20	unnamed (-5293), unnamed (+1961)
Pcdhb21	unnamed (-7396)
Pcdhb22	unnamed (-3040), unnamed (+2543)
Pcdhb3	unnamed (-4329), unnamed (+1235)
Pcdhb4	unnamed (-5421), unnamed (+1884)
Pcdhb5	unnamed (-11042), unnamed (+2260)
Pcdhb6	unnamed (-11305)
Pcdhb7	unnamed (+1972)
Pcdhb8	unnamed (-11597)
Pcdhb9	unnamed (+2035)
Pcdhga11	unnamed (-3106)
Pcdhga3	unnamed (+481)
Pcdhga4	unnamed (-3855)
Pcdhga6	unnamed (-12140)
Pcdhga9	unnamed (-4375)
Pcdhgb2	unnamed (+5071)
Pced1b	unnamed (+22)
Pcgf5	unnamed (+378)
Pcnx2	unnamed (+328)
Pcp4l1	unnamed (+779), unnamed (+36212)
Pcsk1	unnamed (+337)
Pcsk2	unnamed (+720)
Pcsk5	unnamed (+514)
Pcsk9	unnamed (+519)
Pde10a	unnamed (-331)
Pde11a	unnamed (-150)
Pde1b	unnamed (+138)
Pde2a	unnamed (+1044)
Pde3a	unnamed (+1638)
Pde4a	unnamed (+592), unnamed (+31955)
Pde5a	unnamed (+1394)
Pde8b	unnamed (-26719), unnamed (+305)
Pdgfb	unnamed (+1283)
Pdgfd	unnamed (+342)
Pdgfra	unnamed (-3304)
Pdgfrl	unnamed (+284)
Pdk4	unnamed (-322)
Pdlim2	unnamed (-28821), unnamed (-15072), unnamed (-4103), unnamed (-219)
Pdlim3	unnamed (-257367), unnamed (+121)
Pdlim4	unnamed (+34)
Pdlim5	unnamed (+222558)
Pdx1	unnamed (+1172), unnamed (+36060)
Pdzd2	unnamed (-145871)
Pdzrn3	unnamed (+610)
Pdzrn4	unnamed (+261)
Pear1	unnamed (+439)
Peg12	unnamed (+1073)
Peli3	unnamed (-29)
Penk	unnamed (-174)
Per1	unnamed (-983)
Per3	unnamed (+256)
Pex2	unnamed (-337)
Pex26	unnamed (-53589)
Pfdn5	unnamed (+604)
Pfkfb3	unnamed (-51522), unnamed (+44)
Pfkm	unnamed (+377)
Pfn3	unnamed (-5627)
Pgam2	unnamed (+1135)
Pgbd1	unnamed (-361)
Pgf	unnamed (+569)
Pgghg	unnamed (-19445)
Pgk1	unnamed (+32722)
Pglyrp1	unnamed (-33)
Pglyrp2	unnamed (-32135), unnamed (+5047)
Pglyrp3	unnamed (+66320)
Pgm2l1	unnamed (-48409)
Pgm5	unnamed (+302)
Pgpep1l	unnamed (-121)
Pgr	unnamed (+1352)
Phactr2	unnamed (-149484), unnamed (+265)
Phactr3	unnamed (-56227), unnamed (-32880)
Phf24	unnamed (+337)
Phlda3	unnamed (+28157)
Phldb1	unnamed (+872)
Phldb2	unnamed (+251)
Phldb3	unnamed (+560)
Phospho1	unnamed (+6862)
Phox2b	unnamed (+1456)
Phyhip	unnamed (+499)
Phyhipl	unnamed (-106)
Pi4k2b	unnamed (+129)
Pias1	unnamed (-159814)
Piezo2	unnamed (+117)
Pigk	unnamed (+266847)
Pigo	unnamed (+5075)
Pigz	unnamed (-44343)
Pik3ap1	unnamed (+125)
Pik3c3	unnamed (-4504)
Pik3cd	unnamed (+1344), unnamed (+23725), unnamed (+40449)
Pik3ip1	unnamed (+22701)
Pik3r1	unnamed (+73468)
Pik3r3	unnamed (-46652)
Pik3r5	unnamed (+213)
Pimreg	unnamed (-46)
Pink1	unnamed (-35846)
Pip5kl1	unnamed (-125)
Pitpnm3	unnamed (-240)
Pitx1	unnamed (+362)
Pitx2	unnamed (-11409), unnamed (+6332)
Pitx3	unnamed (+12052)
Piwil2	unnamed (-204)
Pkd1l3	unnamed (+177)
Pkdrej	unnamed (-48)
Pkia	unnamed (-6)
Pkib	unnamed (+231)
Pklr	unnamed (+908)
Pkn1	unnamed (+24482)
Pla2g2c	unnamed (+447)
Pla2g2d	unnamed (+84200)
Pla2g3	unnamed (+14162)
Pla2g5	unnamed (+3547)
Pla2g7	unnamed (+25)
Pla2r1	unnamed (+42)
Plac8	unnamed (-6346)
Plagl1	unnamed (+11)
Plau	unnamed (-143)
Plbd1	unnamed (+396)
Plcb1	unnamed (+330)
Plcd1	unnamed (+5628)
Plcd3	unnamed (+21783)
Plcl1	unnamed (-70)
Plcl2	unnamed (-193)
Plcxd3	unnamed (+59)
Pld1	unnamed (-542)
Pld2	unnamed (-199)
Pld5	unnamed (-273)
Plekha2	unnamed (+81)
Plekhd1	unnamed (-584)
Plekhg1	unnamed (+499)
Plekhg4	unnamed (+3778)
Plekhg6	unnamed (+1552)
Plin2	unnamed (+956)
Pllp	unnamed (+820)
Plpp4	unnamed (-137)
Plpp5	unnamed (+1174)
Plppr1	unnamed (+94)
Plppr3	unnamed (-1482)
Plppr4	unnamed (+963)
Plppr5	unnamed (+431)
Pls1	unnamed (+174)
Plscr4	unnamed (+117)
Plscr5	unnamed (-811335)
Plxdc1	unnamed (-1069)
Plxna4	unnamed (+348)
Plxnd1	unnamed (+1508)
Pm20d1	unnamed (+271)
Pm20d2	unnamed (-115)
Pmch	unnamed (-230488)
Pmp22	unnamed (+3375)
Pnldc1	unnamed (+30012)
Pnma1	unnamed (-92)
Pnpla1	unnamed (+417)
Pnpla6	unnamed (-4980)
Podn	unnamed (+992)
Podnl1	unnamed (+5322)
Pof1b	unnamed (+97014)
Pogk	unnamed (+672)
Pold4	unnamed (-474)
