# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	unnamed (-33333), unnamed (-9992)
H2afz	unnamed (-36501)
H2al1j	unnamed (+337629), unnamed (+478516)
H3f3a	unnamed (+19844), unnamed (+35896), unnamed (+46134)
H6pd	unnamed (-22290)
Haao	unnamed (-220429), unnamed (-15912)
Hand1	unnamed (-102532)
Hand2	unnamed (-8613), unnamed (+13219), unnamed (+20061)
Hap1	unnamed (-7108)
Hapln3	unnamed (+41121)
Haus4	unnamed (+27027)
Hck	unnamed (-27214)
Hcn2	unnamed (+19970)
Hcn3	unnamed (+10789)
Hcn4	unnamed (+36133)
Hcrtr1	unnamed (-24412)
Hdac5	unnamed (+23929)
Hdac7	unnamed (-19260)
Hdac9	unnamed (-377409)
Hddc3	unnamed (+18076)
Hdhd2	unnamed (+85359)
Hdhd5	unnamed (-49021)
Hdlbp	unnamed (+77164)
Hdx	unnamed (-197886)
Heatr5a	unnamed (+126069)
Hebp2	unnamed (-45585), unnamed (+19554), unnamed (+115942)
Heca	unnamed (+120378)
Hectd1	unnamed (-15716)
Heg1	unnamed (-108074), unnamed (+31024), unnamed (+66807), unnamed (+82151)
Hepacam	unnamed (+18037)
Hes1	unnamed (-406543), unnamed (-251165), unnamed (-226577)
Hexb	unnamed (-26631)
Hexim2	unnamed (+17650), unnamed (+27232)
Hey1	unnamed (-99727)
Hey2	unnamed (+32417)
Hfe2	unnamed (-60695), unnamed (-49455)
Hgsnat	unnamed (+66068)
Hhat	unnamed (-63346), unnamed (-55069)
Hhipl1	unnamed (+13583), unnamed (+21098)
Hid1	unnamed (+22956)
Hif1a	unnamed (+41669)
Hif1an	unnamed (+77439), unnamed (+108068), unnamed (+120547), unnamed (+130295)
Hip1	unnamed (+23284)
Hip1r	unnamed (+24807)
Hipk2	unnamed (+199019)
Hipk4	unnamed (+5791)
Hist1h2bj	unnamed (+7786)
Hist1h2br	unnamed (+22182), unnamed (+49569), unnamed (+63759)
Hivep1	unnamed (+131966)
Hivep2	unnamed (+16606)
Hivep3	unnamed (-80514), unnamed (+218394)
Hk1	unnamed (-26125), unnamed (-18606), unnamed (+90026), unnamed (+109518)
Hk3	unnamed (+8521)
Hkdc1	unnamed (+16458), unnamed (+23977)
Hlcs	unnamed (+10056), unnamed (+188021), unnamed (+218671)
Hmcn2	unnamed (-54965), unnamed (-16107), unnamed (+146732)
Hmg20a	unnamed (+88162), unnamed (+201331)
Hmga2	unnamed (-268762), unnamed (-231634), unnamed (-133614), unnamed (-88588), unnamed (-76150), unnamed (+47519)
Hmgb1	unnamed (+21573), unnamed (+37525), unnamed (+46994), unnamed (+68026), unnamed (+93756)
Hmgn2	unnamed (+38894)
Hnrnpa0	unnamed (-20233)
Hnrnpa3	unnamed (-69418), unnamed (-55775), unnamed (-49997)
Hnrnpf	unnamed (-14919)
Hnrnpll	unnamed (-33573), unnamed (+43447)
Hnrnpul1	unnamed (-27070)
Hook1	unnamed (+14824)
Hopx	unnamed (+54175)
Hoxa13	unnamed (-45665), unnamed (-31117), unnamed (-13253)
Hoxb1	unnamed (+82013)
Hoxb13	unnamed (+66745)
Hoxb2	unnamed (-18917)
Hoxb3	unnamed (+9388)
Hoxb9	unnamed (-10396)
Hoxc12	unnamed (-9642)
Hoxc13	unnamed (-175001), unnamed (-10765), unnamed (+6012)
Hoxc4	unnamed (+25555), unnamed (+51649), unnamed (+68518), unnamed (+113059), unnamed (+121414)
Hoxc6	unnamed (-9879)
Hoxc8	unnamed (+9087)
Hoxd1	unnamed (-13504)
Hoxd10	unnamed (-127516)
Hoxd11	unnamed (-117915)
Hoxd12	unnamed (-110605)
Hoxd13	unnamed (-103902), unnamed (+81166)
Hpca	unnamed (+9235)
Hpcal1	unnamed (-133300), unnamed (+445442)
Hpn	unnamed (+7745)
Hps1	unnamed (-15443)
Hpse2	unnamed (+592892)
Hs2st1	unnamed (+123228), unnamed (+188578)
Hs3st2	unnamed (-146371)
Hs3st3b1	unnamed (+32884)
Hs6st1	unnamed (-37627), unnamed (+35129)
Hsbp1l1	unnamed (+10297)
Hsd17b12	unnamed (-115846), unnamed (-84822)
Hsd3b7	unnamed (+10827)
Hsf5	unnamed (+22175)
Hsp90b1	unnamed (+19607)
Hspa8	unnamed (-69970), unnamed (-43558)
Hspb1	unnamed (-36889), unnamed (-31062), unnamed (-18566)
Hspb8	unnamed (-22856)
Hspg2	unnamed (+49506)
Htatip2	unnamed (-97035)
Hunk	unnamed (-87067)
Ice1	unnamed (+403445)
Ick	unnamed (+54789)
Id1	unnamed (-9785)
Id2	unnamed (+13147)
Id3	unnamed (-8017)
Id4	unnamed (-130596), unnamed (-33801)
Idh2	unnamed (+33308)
Idnk	unnamed (-8860)
Ido2	unnamed (+21833)
Ier2	unnamed (+96213), unnamed (+103883)
Ier5	unnamed (+14843)
Ifnar1	unnamed (+29235)
Ifngr2	unnamed (-32599)
Ifnl2	unnamed (+19582)
Ift22	unnamed (+11129)
Ift43	unnamed (+107071)
Ift52	unnamed (-18776)
Igf1r	unnamed (-149196), unnamed (-104647), unnamed (+7693)
Igf2bp2	unnamed (-24549)
Igf2r	unnamed (+27420)
Igfbp5	unnamed (-70632)
Igfbp7	unnamed (+50527)
Igip	unnamed (+21221)
Iglon5	unnamed (+13202)
Igsf21	unnamed (+137415)
Igsf9	unnamed (+8193)
Ikzf2	unnamed (+308370)
Ikzf3	unnamed (+87304)
Il12a	unnamed (-13982), unnamed (+30942)
Il17d	unnamed (+18782)
Il17rd	unnamed (+76050)
Il1r2	unnamed (-149689)
Il2	unnamed (-78375)
Il20rb	unnamed (+40436)
Il21	unnamed (+28231)
Il23a	unnamed (+14417)
Il24	unnamed (+9235)
Il34	unnamed (+14367)
Ildr1	unnamed (+27812)
Ildr2	unnamed (+28975), unnamed (+54678)
Ilvbl	unnamed (-92348)
Impa2	unnamed (-9149)
Impdh1	unnamed (+17335)
Impg2	unnamed (-58715)
Inhba	unnamed (-252209)
Ino80d	unnamed (+318251), unnamed (+330443)
Inpp4a	unnamed (+44097)
Inpp5f	unnamed (+60919)
Insig1	unnamed (+46439), unnamed (+52820)
Insig2	unnamed (+149903), unnamed (+713824)
Insr	unnamed (+58527)
Intu	unnamed (-8628)
Ipmk	unnamed (+33942)
Ipo5	unnamed (-107262), unnamed (-78891)
Ippk	unnamed (-38001)
Iqca	unnamed (+28793)
Iqcf6	unnamed (+19574)
Iqgap1	unnamed (-27692)
Iqgap2	unnamed (-138589)
Iqsec1	unnamed (+73548)
Iqsec3	unnamed (+60442)
Irak4	unnamed (+10591)
Irf2	unnamed (-52633)
Irf2bp2	unnamed (-232808), unnamed (+27961), unnamed (+96205)
Irf8	unnamed (+236210)
Irgm1	unnamed (+17330)
Irgm2	unnamed (+40019)
Irs2	unnamed (-270980), unnamed (-179699), unnamed (+62113)
Irx2	unnamed (+10579), unnamed (+531536)
Irx4	unnamed (-621098), unnamed (-100141)
Irx5	unnamed (+102982)
Irx6	unnamed (-213557)
Isg20	unnamed (+76934)
Islr2	unnamed (-33450)
Ism2	unnamed (+19647)
Itga11	unnamed (-126913)
Itga3	unnamed (+19061)
Itga6	unnamed (-205560), unnamed (-148422)
Itgb3	unnamed (-23777)
Itgb7	unnamed (+7775)
Itgb8	unnamed (-113831)
Itgbl1	unnamed (+11526)
Itih5	unnamed (+158661)
Itpkb	unnamed (+34967)
Itpr1	unnamed (+352358), unnamed (+357936)
Itpr3	unnamed (+58012), unnamed (+63699)
Itsn1	unnamed (+156043)
Itsn2	unnamed (-50899)
Jade2	unnamed (+50590)
Jag2	unnamed (+54079)
Jak1	unnamed (-27539)
Jakmip1	unnamed (-9192)
Jakmip3	unnamed (-21041)
Jarid2	unnamed (-866316), unnamed (-173682), unnamed (-106315), unnamed (-95112)
Jdp2	unnamed (-112190)
Jkamp	unnamed (+30327)
Jph2	unnamed (+22313), unnamed (+58399)
Jph3	unnamed (-54855), unnamed (+23160)
Jun	unnamed (-109348)
Jup	unnamed (+34513)
Kalrn	unnamed (-59487), unnamed (+157083), unnamed (+418865)
Kank1	unnamed (-28459)
Kap	unnamed (+14939)
Kat6b	unnamed (+186133)
Katnal1	unnamed (-102820), unnamed (-86868), unnamed (-77399), unnamed (-56367), unnamed (-30637), unnamed (+42364), unnamed (+96992)
Katnal2	unnamed (+17519)
Kazald1	unnamed (+68635)
Kbtbd11	unnamed (-14689), unnamed (+17276)
Kbtbd8	unnamed (-343852), unnamed (+98810)
Kcnb1	unnamed (+85410)
Kcnc3	unnamed (+23905), unnamed (+48923), unnamed (+55343)
Kcne1	unnamed (-53146)
Kcne4	unnamed (-92452)
Kcng1	unnamed (-290329), unnamed (+12059), unnamed (+18602)
Kcng2	unnamed (+41289), unnamed (+68140)
Kcng3	unnamed (+84313)
Kcng4	unnamed (+9815)
Kcnh4	unnamed (+10488)
Kcnj1	unnamed (+15421)
Kcnj10	unnamed (+28573)
Kcnj16	unnamed (-519383)
Kcnj4	unnamed (+21720)
Kcnj6	unnamed (+273846), unnamed (+284027)
Kcnk12	unnamed (-79032), unnamed (-28665), unnamed (+52645)
Kcnk13	unnamed (+8302)
Kcnk7	unnamed (-8505)
Kcnk9	unnamed (-263566)
Kcnn2	unnamed (-122079)
Kcnn4	unnamed (+6863), unnamed (+13193)
Kcnq1	unnamed (+47525), unnamed (+338076)
Kcnq4	unnamed (+15674), unnamed (+30758), unnamed (+49475)
Kcnu1	unnamed (+61062)
Kcp	unnamed (+12381), unnamed (+22895)
Kctd15	unnamed (-19951), unnamed (-13549)
Kctd17	unnamed (+8199)
Kdelr2	unnamed (-15891)
Kdf1	unnamed (+9569)
Kdm2b	unnamed (+21054)
Kdm3b	unnamed (-7430)
Kdm4b	unnamed (+108234)
Kdm7a	unnamed (-50087)
Kdm8	unnamed (-50889)
Kdr	unnamed (+379502)
Keap1	unnamed (+12889), unnamed (+34168)
Khdc3	unnamed (-7151)
Kidins220	unnamed (+109068)
Kif13a	unnamed (+171353), unnamed (+193269)
Kif21b	unnamed (-25946), unnamed (+9463), unnamed (+28422)
Kif26a	unnamed (-15861)
Kif2a	unnamed (-913030), unnamed (-623808), unnamed (-578545), unnamed (-51107)
Kif2c	unnamed (-60027), unnamed (-7499)
Kif3c	unnamed (-7399), unnamed (+22454)
Kif5a	unnamed (+24750), unnamed (+32242)
Kifc5b	unnamed (-66805)
Kirrel3	unnamed (+546593)
Kit	unnamed (+24001)
Klb	unnamed (+31281)
Klc1	unnamed (+15800)
Klf10	unnamed (-83882)
Klf12	unnamed (+782552)
Klf13	unnamed (-110112)
Klf14	unnamed (-307831)
Klf3	unnamed (-546899), unnamed (-504973), unnamed (+23245)
Klf4	unnamed (-119056)
Klf5	unnamed (+68521)
Klf7	unnamed (-104846)
Klf9	unnamed (-18048), unnamed (+39287)
Klhdc10	unnamed (+67550)
Klhdc4	unnamed (+75846)
Klhdc7a	unnamed (-141343), unnamed (+17561)
Klhl22	unnamed (-24988)
Klhl26	unnamed (+24451)
Klhl3	unnamed (+34994)
Klhl30	unnamed (-6869)
Klhl31	unnamed (+19058)
Klhl36	unnamed (+8256)
Klhl5	unnamed (+44910)
Klrb1b	unnamed (-13807)
Klrb1c	unnamed (-12031)
Kmt5b	unnamed (-48106), unnamed (-22939)
Knstrn	unnamed (-22845)
Kpna2	unnamed (-19622), unnamed (-13308)
Kras	unnamed (-90065)
Kremen1	unnamed (+76657)
Krr1	unnamed (-190130)
Krt1	unnamed (-9056)
Krt77	unnamed (+9863)
Krt78	unnamed (-29921), unnamed (-21566)
Krt8	unnamed (+20134), unnamed (+28489)
Krtap11-1	unnamed (-326601), unnamed (-313960), unnamed (-202862)
Krtap5-1	unnamed (+12558)
Ksr1	unnamed (-78498)
Kyat3	unnamed (-12849)
L2hgdh	unnamed (+31113)
L3mbtl3	unnamed (-321682)
Lacc1	unnamed (+225609), unnamed (+296337)
Lactbl1	unnamed (+15497), unnamed (+133641)
Lamc1	unnamed (-13095)
Lamc2	unnamed (+113130)
Lamp2	unnamed (-48975)
Lao1	unnamed (+133108)
Laptm5	unnamed (-83895), unnamed (-51115)
Larp1	unnamed (-74385)
Larp4b	unnamed (+129873)
Lat	unnamed (+77735)
Lats2	unnamed (+49250)
Lbr	unnamed (-39039), unnamed (-10777)
Lbx1	unnamed (-81418), unnamed (-66373), unnamed (-59249), unnamed (-6908), unnamed (+13210)
Lca5	unnamed (-6835)
Lca5l	unnamed (+34168)
Lcp1	unnamed (+42733)
Lctl	unnamed (-66831), unnamed (-56780), unnamed (-32151)
Ldb3	unnamed (+18825), unnamed (+46852)
Ldhal6b	unnamed (+76517), unnamed (+147860)
Ldlrad2	unnamed (+56260)
Ldlrad3	unnamed (+19718)
Ldlrad4	unnamed (-38271)
Ldoc1l	unnamed (-96436)
Lef1	unnamed (-355389), unnamed (-290982), unnamed (-164142), unnamed (-25568)
Lemd1	unnamed (-68559), unnamed (-15439)
Lemd2	unnamed (-120965)
Lep	unnamed (-128358), unnamed (-78982)
Leprotl1	unnamed (+22341)
Letm1	unnamed (+51524)
Letm2	unnamed (+41686)
Letmd1	unnamed (-25366)
Lgi2	unnamed (-52737)
Lgi4	unnamed (+7957)
Lgmn	unnamed (+50131)
Lgr6	unnamed (+117234)
Lhfpl2	unnamed (+116332)
Lhx1	unnamed (-255387), unnamed (-117292)
Lhx2	unnamed (+28394)
Lhx5	unnamed (-220655), unnamed (-128553), unnamed (-21686)
Lias	unnamed (+25157)
Lig1	unnamed (-16321)
Lig3	unnamed (+64462)
Lilrb4a	unnamed (+62527)
Limch1	unnamed (+251271)
Lingo1	unnamed (-190211), unnamed (+15688), unnamed (+128857)
Lingo3	unnamed (+9195)
Lipc	unnamed (+81857)
Lipg	unnamed (+138158)
Litaf	unnamed (+149291)
Lix1	unnamed (-56698), unnamed (+46588)
Llph	unnamed (+201880)
Lman1	unnamed (-37469)
Lmln	unnamed (+70871)
Lmntd1	unnamed (+94621)
Lmo1	unnamed (-70809)
Lmo2	unnamed (-151255)
Lmo4	unnamed (-241733), unnamed (-176383)
Lmo7	unnamed (+201030)
Lmod1	unnamed (+44004)
Lmod3	unnamed (-59604)
Lmtk3	unnamed (+9198), unnamed (+13368)
Lmx1a	unnamed (-28467), unnamed (+113478), unnamed (+198817), unnamed (+240394)
Lmx1b	unnamed (-18741), unnamed (+23478), unnamed (+71350), unnamed (+96373)
Lnpep	unnamed (+175229)
Lnpk	unnamed (+14540)
Lnx2	unnamed (+34552)
Lonp2	unnamed (+104096)
Lonrf1	unnamed (+102297), unnamed (+145764)
Loxhd1	unnamed (+34330), unnamed (+177134)
Lpo	unnamed (+23775)
Lpp	unnamed (+666024)
Lrat	unnamed (-91194)
Lrfn1	unnamed (+32215)
Lrfn2	unnamed (-465101), unnamed (-284839), unnamed (+239553)
Lrfn3	unnamed (-10933), unnamed (+30688)
Lrif1	unnamed (-49180)
Lrig1	unnamed (-73751)
Lrig2	unnamed (+70139)
Lrp10	unnamed (-14880)
Lrp2	unnamed (-49646)
Lrp3	unnamed (-18983), unnamed (+12208)
Lrp6	unnamed (+127240)
Lrp8	unnamed (+44484)
Lrpprc	unnamed (+98355)
Lrrc36	unnamed (+44033)
Lrrc4	unnamed (-149491), unnamed (-100115)
Lrrc43	unnamed (+8357)
Lrrc49	unnamed (+166454)
Lrrc4b	unnamed (-14597)
Lrrc71	unnamed (-7685)
Lrrc75a	unnamed (+34138)
Lrrn2	unnamed (+40724)
Lrrn3	unnamed (-79715)
Lrtm1	unnamed (-500527)
Lsamp	unnamed (+657814), unnamed (+773513)
Lsm11	unnamed (+17684)
Lsm5	unnamed (+52412), unnamed (+135725)
Ltbp3	unnamed (+16554)
Lurap1l	unnamed (-45851), unnamed (+57054)
Lxn	unnamed (+13949)
Ly75	unnamed (+6641)
Ly86	unnamed (+169238), unnamed (+433698)
Lyl1	unnamed (+14598)
Lypd3	unnamed (-17328)
Lzts1	unnamed (+62935)
Mab21l1	unnamed (+194708)
Mab21l3	unnamed (+123250)
Macc1	unnamed (-39950)
Macrod1	unnamed (+10084)
Mad1l1	unnamed (+39296), unnamed (+349474)
Mafa	unnamed (+16667)
Mafb	unnamed (-84770)
Mageb16	unnamed (-87275)
Magee1	unnamed (+31981)
Magi3	unnamed (-221598)
Magoh	unnamed (-32858)
Mak	unnamed (-21247)
Malt1	unnamed (+67536), unnamed (+89460)
Maml3	unnamed (+403325)
Man1c1	unnamed (+44409)
Man2a2	unnamed (+10195)
Manea	unnamed (-372042)
Manf	unnamed (-301580)
Map2k6	unnamed (+49528)
Map3k1	unnamed (-344081), unnamed (-291988), unnamed (-169808), unnamed (-95523), unnamed (+59871), unnamed (+83214)
Map3k11	unnamed (+6731)
Map3k14	unnamed (-66101)
Map3k2	unnamed (-15706)
Map3k4	unnamed (+10314)
Map3k6	unnamed (+16116)
Map3k7	unnamed (-26531)
Map4k1	unnamed (+36740), unnamed (+103876)
Map4k4	unnamed (+33830)
Map4k5	unnamed (-15251)
Map7	unnamed (+141547)
Mapk1ip1	unnamed (+15340)
Mapk4	unnamed (+134043)
Mapk8	unnamed (+95266), unnamed (+196189)
Mapkap1	unnamed (+264536)
Mapre3	unnamed (-39941)
Marc1	unnamed (-15936)
Marc2	unnamed (+18748)
March10	unnamed (+93027)
Mark4	unnamed (+32526)
Marveld3	unnamed (+13962)
Mast1	unnamed (+7802)
Mast4	unnamed (+237147)
Matn1	unnamed (+156632), unnamed (+875540)
Matn4	unnamed (-9316)
Max	unnamed (-77476)
Mb	unnamed (+23626)
Mbip	unnamed (-175211)
Mboat4	unnamed (+9662)
Mbp	unnamed (+108929)
Mc2r	unnamed (-513923)
Mc3r	unnamed (+51546)
Mc4r	unnamed (+349960), unnamed (+364795)
Mccc1	unnamed (+26374)
Mcmbp	unnamed (+68216)
Mcph1	unnamed (-624951)
Mcrs1	unnamed (-9262)
Mctp2	unnamed (+601228)
Mcts2	unnamed (+39431)
Mdfi	unnamed (-39140)
Mdga1	unnamed (-43441)
Mdm1	unnamed (-12711)
Mdm2	unnamed (+27116), unnamed (+47758)
Mdm4	unnamed (+104359)
Med10	unnamed (+424348)
Med13l	unnamed (-282773), unnamed (-180304), unnamed (-164539), unnamed (+537284)
Med14	unnamed (-154617), unnamed (-111758)
Med15	unnamed (-11703)
Med18	unnamed (+31186)
Medag	unnamed (-124296)
Mef2b	unnamed (+13021)
Mef2c	unnamed (+196841), unnamed (+221025)
Mef2d	unnamed (+58379), unnamed (+73103), unnamed (+98489)
Mefv	unnamed (+28209)
Meioc	unnamed (-32510)
Meis1	unnamed (-809834), unnamed (-792946), unnamed (-8082)
Meis2	unnamed (-10424), unnamed (+204672)
Meis3	unnamed (-30170), unnamed (-16591)
Melk	unnamed (+124390), unnamed (+172654), unnamed (+257791), unnamed (+264530), unnamed (+363125), unnamed (+402361)
Meox1	unnamed (+12358), unnamed (+79636)
Mep1a	unnamed (-32153)
Metap2	unnamed (+43078)
Mettl21c	unnamed (-22307)
Mettl24	unnamed (+67793)
Mfap2	unnamed (+15095), unnamed (+18983)
Mfap3l	unnamed (-40895)
Mfap4	unnamed (-7904)
Mfge8	unnamed (-97559)
Mfsd11	unnamed (+31388)
Mfsd4b2	unnamed (-2)
Mfsd4b3	unnamed (+184)
Mgarp	unnamed (+18641), unnamed (+36578)
Mgat4e	unnamed (+35730)
Mgat5b	unnamed (-33655)
Mgmt	unnamed (-847108), unnamed (-684760)
Mgst2	unnamed (+40572)
Micall1	unnamed (+17899)
Micall2	unnamed (+49501), unnamed (+136500)
Micu1	unnamed (+111131)
Micu2	unnamed (+89291)
Mier3	unnamed (+39601), unnamed (+62944)
Mill2	unnamed (-11791), unnamed (+33592)
Mki67	unnamed (-493493), unnamed (-331145)
Mkl1	unnamed (+94884)
Mkl2	unnamed (+181486), unnamed (+191588)
Mkln1	unnamed (-131826)
Mlec	unnamed (-9822)
Mllt3	unnamed (+663476)
Mlph	unnamed (+13273)
Mlxip	unnamed (-12562)
Mlxipl	unnamed (+26901)
Mmgt2	unnamed (+25740)
Mmp14	unnamed (+17672)
Mn1	unnamed (+789732), unnamed (+811141), unnamed (+820125)
Mnx1	unnamed (-7257)
Mob4	unnamed (+40699)
Mobp	unnamed (+35236)
Mocs1	unnamed (-256478)
Mocs3	unnamed (+31908), unnamed (+38451)
Mon1b	unnamed (-781700)
Morc1	unnamed (+319226)
Morc2a	unnamed (-20135), unnamed (+56126), unnamed (+112545), unnamed (+185317)
Morc3	unnamed (-15445)
Morf4l1	unnamed (-10547)
Morn1	unnamed (+64650), unnamed (+70483)
Morn4	unnamed (+26344)
Mospd3	unnamed (+17432)
Mpc1	unnamed (-22770)
Mpdz	unnamed (-366632), unnamed (+475107)
Mpo	unnamed (-15109), unnamed (+8757)
Mpp2	unnamed (+27364)
Mppe1	unnamed (-34274)
Mpped2	unnamed (-43494)
Mrc2	unnamed (+71062)
Mreg	unnamed (-12500)
Mrln	unnamed (-15543)
Mrm1	unnamed (+38593), unnamed (+176688)
Mro	unnamed (+71499)
Mroh3	unnamed (+53017), unnamed (+71976)
Mroh5	unnamed (-647861)
Mroh8	unnamed (-49228)
Mrpl14	unnamed (+37934)
Mrpl15	unnamed (+96997), unnamed (+213801)
Mrpl37	unnamed (+39928)
Mrpl39	unnamed (+33209)
Mrpl48	unnamed (+27233)
Mrpl57	unnamed (+22110)
Mrps10	unnamed (-253380), unnamed (-196150)
Mrps23	unnamed (-43524), unnamed (-16601)
Mrps24	unnamed (-9201)
Mrps28	unnamed (+156935)
Mrps33	unnamed (+29499)
Mrps9	unnamed (-137486)
Mrto4	unnamed (+21722)
Ms4a8a	unnamed (-40141)
Msantd2	unnamed (-31441)
Msantd3	unnamed (+12532)
Msc	unnamed (+249062)
Msh2	unnamed (+73019)
Msh6	unnamed (-40685)
Msi1	unnamed (-56900), unnamed (+19556)
Msi2	unnamed (-85132), unnamed (+21692)
Msl3l2	unnamed (+8666)
Msrb2	unnamed (-95005), unnamed (+60063)
Msrb3	unnamed (+153870), unnamed (+190998), unnamed (+289018), unnamed (+334044), unnamed (+346482)
Msx2	unnamed (+9096)
Msx3	unnamed (-21527)
Mtch1	unnamed (+20577)
Mtdh	unnamed (-45605)
Mtf2	unnamed (-63672)
Mtfr2	unnamed (+52923)
Mthfd2	unnamed (+49560)
Mthfr	unnamed (+33712)
Mtif3	unnamed (-78249)
Mtmr10	unnamed (-19152)
Mtnr1a	unnamed (-17790)
Mtss1	unnamed (-198584)
Mtss1l	unnamed (+70060)
Mtus2	unnamed (-6352), unnamed (+385228)
Mtx2	unnamed (+764040), unnamed (+777683), unnamed (+783461)
Muc13	unnamed (-78468), unnamed (-42685), unnamed (-27341)
Muc4	unnamed (-37091)
Mum1	unnamed (-36438)
Musk	unnamed (-25445)
Mvb12b	unnamed (-78773), unnamed (+228694)
Mxi1	unnamed (+59802)
Myadm	unnamed (-24714)
Myb	unnamed (+15908), unnamed (+167098)
Mybbp1a	unnamed (+15743)
Mycn	unnamed (+131092), unnamed (+520705), unnamed (+617666)
Myh13	unnamed (+134339)
Myh14	unnamed (+24836), unnamed (+31256), unnamed (+56274)
Myh6	unnamed (+16098)
Myl10	unnamed (+21355), unnamed (+109876)
Myl2	unnamed (+10682)
Myl3	unnamed (+18241)
Myl4	unnamed (+7238)
Myl9	unnamed (-126615)
Mylip	unnamed (+104310)
Mylk	unnamed (-39514)
Mymx	unnamed (-40411)
Myo10	unnamed (+71497), unnamed (+92159)
Myo15	unnamed (+9101)
Myo15b	unnamed (+26197)
Myo16	unnamed (+792377)
Myo18b	unnamed (+47770)
Myo1d	unnamed (+177046)
Myo1f	unnamed (+30516)
Myod1	unnamed (-27454)
Myof	unnamed (+9926)
Myog	unnamed (+8717)
Myom2	unnamed (+565390)
Myom3	unnamed (+9407)
Myoz2	unnamed (-77898)
Myoz3	unnamed (-11079), unnamed (+10878)
Mypn	unnamed (+11876)
Myrip	unnamed (-118993)
Myt1l	unnamed (-237497)
N4bp1	unnamed (-152538)
N4bp2	unnamed (-38627)
Naa20	unnamed (-42106), unnamed (-18309)
Naaladl2	unnamed (-360547)
Nab1	unnamed (-97215)
Nab2	unnamed (+13784)
Nanos3	unnamed (-34858)
Nans	unnamed (+17853)
Nap1l1	unnamed (-144451)
Nap1l2	unnamed (+57092), unnamed (+252658)
Napepld	unnamed (+25799)
Nav1	unnamed (-112901), unnamed (-90679)
Nav2	unnamed (+57566), unnamed (+153708)
Nav3	unnamed (-455207)
Naxe	unnamed (-13970)
Nbea	unnamed (+206483)
Ncf1	unnamed (+7741)
Nckap1	unnamed (-21846)
Ncl	unnamed (-21713)
Ncoa1	unnamed (-64927)
Ncoa2	unnamed (-52961)
Ncoa5	unnamed (+35366)
Ncoa6	unnamed (-32100)
Ncoa7	unnamed (-38443)
Ncor2	unnamed (-104709), unnamed (-66331), unnamed (-36951)
Ncs1	unnamed (+13627), unnamed (+52485)
Ndel1	unnamed (-29176)
Ndfip1	unnamed (-68765), unnamed (+64719)
Ndrg1	unnamed (-70647)
Ndst3	unnamed (-1)
Ndufa11	unnamed (+23473)
Ndufb3	unnamed (+66346)
Neb	unnamed (-39908)
Nectin1	unnamed (+59689), unnamed (+135873)
Nedd4	unnamed (+104564), unnamed (+117252)
Nefl	unnamed (-32824)
Nek6	unnamed (-132490)
Nek9	unnamed (+42779)
Nemp2	unnamed (-32809)
Neo1	unnamed (+176896)
Nes	unnamed (+16730)
Neurl1a	unnamed (+61583), unnamed (+74571), unnamed (+89019), unnamed (+165528)
Neurl3	unnamed (+17922)
Neurod2	unnamed (+45133)
Neurog1	unnamed (+29862)
Neurog2	unnamed (+7647), unnamed (+62345)
Nfam1	unnamed (+46470)
Nfatc2	unnamed (+18799)
Nfib	unnamed (-29722), unnamed (+695869)
Nfic	unnamed (-25366)
Nfil3	unnamed (-137718)
Nfix	unnamed (+33074)
Nfkbia	unnamed (+71873)
Nfrkb	unnamed (+63741)
Nfyb	unnamed (-31597)
Ngdn	unnamed (+18040)
Ngfr	unnamed (-57349), unnamed (+54079)
Nhs	unnamed (+250892)
Nhsl1	unnamed (-88395), unnamed (-77828), unnamed (+22459), unnamed (+118847)
Nhsl2	unnamed (+104451), unnamed (+155603)
Ninl	unnamed (+75612)
Nkain3	unnamed (-48481)
Nkd1	unnamed (-67869), unnamed (+106126)
Nkiras2	unnamed (+16930)
Nkx1-1	unnamed (-9327)
Nkx2-1	unnamed (+15803)
Nkx2-3	unnamed (-12394)
Nkx2-5	unnamed (-8721)
Nkx2-9	unnamed (-68123)
Nkx6-1	unnamed (+16581)
Nlrc5	unnamed (-45)
Nlrp12	unnamed (-16248)
Nlrp4c	unnamed (+87312)
Nlrp4f	unnamed (+29553)
Nlrp6	unnamed (-13038)
Nmbr	unnamed (+163283)
Nme5	unnamed (+17667)
Nmnat2	unnamed (+118319)
Nmur1	unnamed (+8231)
Noct	unnamed (-27811)
Nog	unnamed (+114756)
Nol11	unnamed (-193275)
Nol4l	unnamed (-63187)
Nos1	unnamed (+194)
Notch3	unnamed (+22989), unnamed (+66835)
Noto	unnamed (-14410)
Noxa1	unnamed (-73492)
Npas3	unnamed (+819796), unnamed (+914847), unnamed (+942592)
Npas4	unnamed (-12131)
Npc1	unnamed (-32284)
Nphp4	unnamed (+12540), unnamed (+147444), unnamed (+938705)
Npl	unnamed (-92273), unnamed (+17878)
Npm1	unnamed (-17812)
Nptx1	unnamed (-17117), unnamed (+22824), unnamed (+31951)
Nptxr	unnamed (+12036)
Nr2e1	unnamed (-30006), unnamed (-7725)
Nr2f1	unnamed (-159049), unnamed (+19346), unnamed (+35832), unnamed (+125260)
